"Site","DateTimeGMT","AbsolutePressure","WaterLevel","DateTime"
"POKE1","06/06/20 7:00:00 AM",104.063,216.137,2020-06-05 23:00:00
"POKE1","06/06/20 7:15:00 AM",104.042,216.136,2020-06-05 23:15:00
"POKE1","06/06/20 7:30:00 AM",104.008,216.134,2020-06-05 23:30:00
"POKE1","06/06/20 7:45:00 AM",104.008,216.134,2020-06-05 23:45:00
"POKE1","06/06/20 8:00:00 AM",103.956,216.129,2020-06-06 00:00:00
"POKE1","06/06/20 8:15:00 AM",103.925,216.129,2020-06-06 00:15:00
"POKE1","06/06/20 8:30:00 AM",103.932,216.13,2020-06-06 00:30:00
"POKE1","06/06/20 8:45:00 AM",103.891,216.127,2020-06-06 00:45:00
"POKE1","06/06/20 9:00:00 AM",103.867,216.125,2020-06-06 01:00:00
"POKE1","06/06/20 9:15:00 AM",103.822,216.122,2020-06-06 01:15:00
"POKE1","06/06/20 9:30:00 AM",103.778,216.117,2020-06-06 01:30:00
"POKE1","06/06/20 9:45:00 AM",103.788,216.118,2020-06-06 01:45:00
"POKE1","06/06/20 10:00:00 AM",103.764,216.115,2020-06-06 02:00:00
"POKE1","06/06/20 10:15:00 AM",103.729,216.113,2020-06-06 02:15:00
"POKE1","06/06/20 10:30:00 AM",103.664,216.111,2020-06-06 02:30:00
"POKE1","06/06/20 10:45:00 AM",103.626,216.108,2020-06-06 02:45:00
"POKE1","06/06/20 11:00:00 AM",103.598,216.107,2020-06-06 03:00:00
"POKE1","06/06/20 11:15:00 AM",103.56,216.105,2020-06-06 03:15:00
"POKE1","06/06/20 11:30:00 AM",103.484,216.098,2020-06-06 03:30:00
"POKE1","06/06/20 11:45:00 AM",103.504,216.1,2020-06-06 03:45:00
"POKE1","06/06/20 12:00:00 PM",103.476,216.098,2020-06-06 04:00:00
"POKE1","06/06/20 12:15:00 PM",103.497,216.099,2020-06-06 04:15:00
"POKE1","06/06/20 12:30:00 PM",103.5,216.099,2020-06-06 04:30:00
"POKE1","06/06/20 12:45:00 PM",103.521,216.101,2020-06-06 04:45:00
"POKE1","06/06/20 1:00:00 PM",103.455,216.095,2020-06-06 05:00:00
"POKE1","06/06/20 1:15:00 PM",103.462,216.095,2020-06-06 05:15:00
"POKE1","06/06/20 1:30:00 PM",103.452,216.095,2020-06-06 05:30:00
"POKE1","06/06/20 1:45:00 PM",103.403,216.092,2020-06-06 05:45:00
"POKE1","06/06/20 2:00:00 PM",103.364,216.089,2020-06-06 06:00:00
"POKE1","06/06/20 2:15:00 PM",103.336,216.089,2020-06-06 06:15:00
"POKE1","06/06/20 2:30:00 PM",103.293,216.085,2020-06-06 06:30:00
"POKE1","06/06/20 2:45:00 PM",103.296,216.084,2020-06-06 06:45:00
"POKE1","06/06/20 3:00:00 PM",103.389,216.091,2020-06-06 07:00:00
"POKE1","06/06/20 3:15:00 PM",103.337,216.085,2020-06-06 07:15:00
"POKE1","06/06/20 3:30:00 PM",103.368,216.089,2020-06-06 07:30:00
"POKE1","06/06/20 3:45:00 PM",103.316,216.084,2020-06-06 07:45:00
"POKE1","06/06/20 4:00:00 PM",103.347,216.088,2020-06-06 08:00:00
"POKE1","06/06/20 4:15:00 PM",103.347,216.089,2020-06-06 08:15:00
"POKE1","06/06/20 4:30:00 PM",103.327,216.087,2020-06-06 08:30:00
"POKE1","06/06/20 4:45:00 PM",103.296,216.086,2020-06-06 08:45:00
"POKE1","06/06/20 5:00:00 PM",103.257,216.084,2020-06-06 09:00:00
"POKE1","06/06/20 5:15:00 PM",103.201,216.079,2020-06-06 09:15:00
"POKE1","06/06/20 5:30:00 PM",103.207,216.079,2020-06-06 09:30:00
"POKE1","06/06/20 5:45:00 PM",103.203,216.08,2020-06-06 09:45:00
"POKE1","06/06/20 6:00:00 PM",103.189,216.078,2020-06-06 10:00:00
"POKE1","06/06/20 6:15:00 PM",103.237,216.079,2020-06-06 10:15:00
"POKE1","06/06/20 6:30:00 PM",103.226,216.079,2020-06-06 10:30:00
"POKE1","06/06/20 6:45:00 PM",103.251,216.082,2020-06-06 10:45:00
"POKE1","06/06/20 7:00:00 PM",103.23,216.083,2020-06-06 11:00:00
"POKE1","06/06/20 7:15:00 PM",103.234,216.084,2020-06-06 11:15:00
"POKE1","06/06/20 7:30:00 PM",103.245,216.081,2020-06-06 11:30:00
"POKE1","06/06/20 7:45:00 PM",103.28,216.086,2020-06-06 11:45:00
"POKE1","06/06/20 8:00:00 PM",103.273,216.085,2020-06-06 12:00:00
"POKE1","06/06/20 8:15:00 PM",103.294,216.086,2020-06-06 12:15:00
"POKE1","06/06/20 8:30:00 PM",103.277,216.085,2020-06-06 12:30:00
"POKE1","06/06/20 8:45:00 PM",103.281,216.086,2020-06-06 12:45:00
"POKE1","06/06/20 9:00:00 PM",103.296,216.089,2020-06-06 13:00:00
"POKE1","06/06/20 9:15:00 PM",103.31,216.089,2020-06-06 13:15:00
"POKE1","06/06/20 9:30:00 PM",103.303,216.089,2020-06-06 13:30:00
"POKE1","06/06/20 9:45:00 PM",103.328,216.093,2020-06-06 13:45:00
"POKE1","06/06/20 10:00:00 PM",103.322,216.092,2020-06-06 14:00:00
"POKE1","06/06/20 10:15:00 PM",103.371,216.096,2020-06-06 14:15:00
"POKE1","06/06/20 10:30:00 PM",103.364,216.095,2020-06-06 14:30:00
"POKE1","06/06/20 10:45:00 PM",103.399,216.098,2020-06-06 14:45:00
"POKE1","06/06/20 11:00:00 PM",103.392,216.096,2020-06-06 15:00:00
"POKE1","06/06/20 11:15:00 PM",103.431,216.099,2020-06-06 15:15:00
"POKE1","06/06/20 11:30:00 PM",103.455,216.102,2020-06-06 15:30:00
"POKE1","06/06/20 11:45:00 PM",103.48,216.103,2020-06-06 15:45:00
"POKE1","06/07/20 12:00:00 AM",103.494,216.104,2020-06-06 16:00:00
"POKE1","06/07/20 12:15:00 AM",103.491,216.103,2020-06-06 16:15:00
"POKE1","06/07/20 12:30:00 AM",103.536,216.106,2020-06-06 16:30:00
"POKE1","06/07/20 12:45:00 AM",103.57,216.107,2020-06-06 16:45:00
"POKE1","06/07/20 1:00:00 AM",103.578,216.108,2020-06-06 17:00:00
"POKE1","06/07/20 1:15:00 AM",103.581,216.107,2020-06-06 17:15:00
"POKE1","06/07/20 1:30:00 AM",103.616,216.11,2020-06-06 17:30:00
"POKE1","06/07/20 1:45:00 AM",103.64,216.113,2020-06-06 17:45:00
"POKE1","06/07/20 2:00:00 AM",103.685,216.115,2020-06-06 18:00:00
"POKE1","06/07/20 2:15:00 AM",103.678,216.114,2020-06-06 18:15:00
"POKE1","06/07/20 2:30:00 AM",103.671,216.114,2020-06-06 18:30:00
"POKE1","06/07/20 2:45:00 AM",103.736,216.119,2020-06-06 18:45:00
"POKE1","06/07/20 3:00:00 AM",103.719,216.118,2020-06-06 19:00:00
"POKE1","06/07/20 3:15:00 AM",103.74,216.119,2020-06-06 19:15:00
"POKE1","06/07/20 3:30:00 AM",103.764,216.121,2020-06-06 19:30:00
"POKE1","06/07/20 3:45:00 AM",103.767,216.122,2020-06-06 19:45:00
"POKE1","06/07/20 4:00:00 AM",103.771,216.123,2020-06-06 20:00:00
"POKE1","06/07/20 4:15:00 AM",103.781,216.123,2020-06-06 20:15:00
"POKE1","06/07/20 4:30:00 AM",103.805,216.126,2020-06-06 20:30:00
"POKE1","06/07/20 4:45:00 AM",103.788,216.128,2020-06-06 20:45:00
"POKE1","06/07/20 5:00:00 AM",103.788,216.128,2020-06-06 21:00:00
"POKE1","06/07/20 5:15:00 AM",103.812,216.129,2020-06-06 21:15:00
"POKE1","06/07/20 5:30:00 AM",103.835,216.132,2020-06-06 21:30:00
"POKE1","06/07/20 5:45:00 AM",103.825,216.131,2020-06-06 21:45:00
"POKE1","06/07/20 6:00:00 AM",103.815,216.13,2020-06-06 22:00:00
"POKE1","06/07/20 6:15:00 AM",103.797,216.129,2020-06-06 22:15:00
"POKE1","06/07/20 6:30:00 AM",103.766,216.127,2020-06-06 22:30:00
"POKE1","06/07/20 6:45:00 AM",103.808,216.131,2020-06-06 22:45:00
"POKE1","06/07/20 7:00:00 AM",103.797,216.131,2020-06-06 23:00:00
"POKE1","06/07/20 7:15:00 AM",103.777,216.13,2020-06-06 23:15:00
"POKE1","06/07/20 7:30:00 AM",103.756,216.129,2020-06-06 23:30:00
"POKE1","06/07/20 7:45:00 AM",103.732,216.127,2020-06-06 23:45:00
"POKE1","06/07/20 8:00:00 AM",103.691,216.123,2020-06-07 00:00:00
"POKE1","06/07/20 8:15:00 AM",103.667,216.12,2020-06-07 00:15:00
"POKE1","06/07/20 8:30:00 AM",103.646,216.121,2020-06-07 00:30:00
"POKE1","06/07/20 8:45:00 AM",103.612,216.116,2020-06-07 00:45:00
"POKE1","06/07/20 9:00:00 AM",103.578,216.114,2020-06-07 01:00:00
"POKE1","06/07/20 9:15:00 AM",103.564,216.113,2020-06-07 01:15:00
"POKE1","06/07/20 9:30:00 AM",103.519,216.11,2020-06-07 01:30:00
"POKE1","06/07/20 9:45:00 AM",103.485,216.108,2020-06-07 01:45:00
"POKE1","06/07/20 10:00:00 AM",103.427,216.104,2020-06-07 02:00:00
"POKE1","06/07/20 10:15:00 AM",103.413,216.103,2020-06-07 02:15:00
"POKE1","06/07/20 10:30:00 AM",103.354,216.099,2020-06-07 02:30:00
"POKE1","06/07/20 10:45:00 AM",103.33,216.096,2020-06-07 02:45:00
"POKE1","06/07/20 11:00:00 AM",103.313,216.097,2020-06-07 03:00:00
"POKE1","06/07/20 11:15:00 AM",103.264,216.091,2020-06-07 03:15:00
"POKE1","06/07/20 11:30:00 AM",103.229,216.09,2020-06-07 03:30:00
"POKE1","06/07/20 11:45:00 AM",103.16,216.085,2020-06-07 03:45:00
"POKE1","06/07/20 12:00:00 PM",103.174,216.086,2020-06-07 04:00:00
"POKE1","06/07/20 12:15:00 PM",103.125,216.082,2020-06-07 04:15:00
"POKE1","06/07/20 12:30:00 PM",103.103,216.082,2020-06-07 04:30:00
"POKE1","06/07/20 12:45:00 PM",103.075,216.081,2020-06-07 04:45:00
"POKE1","06/07/20 1:00:00 PM",103.05,216.079,2020-06-07 05:00:00
"POKE1","06/07/20 1:15:00 PM",102.991,216.077,2020-06-07 05:15:00
"POKE1","06/07/20 1:30:00 PM",103.004,216.077,2020-06-07 05:30:00
"POKE1","06/07/20 1:45:00 PM",103,216.076,2020-06-07 05:45:00
"POKE1","06/07/20 2:00:00 PM",102.965,216.073,2020-06-07 06:00:00
"POKE1","06/07/20 2:15:00 PM",102.978,216.076,2020-06-07 06:15:00
"POKE1","06/07/20 2:30:00 PM",103.001,216.075,2020-06-07 06:30:00
"POKE1","06/07/20 2:45:00 PM",102.99,216.074,2020-06-07 06:45:00
"POKE1","06/07/20 3:00:00 PM",102.935,216.069,2020-06-07 07:00:00
"POKE1","06/07/20 3:15:00 PM",102.937,216.07,2020-06-07 07:15:00
"POKE1","06/07/20 3:30:00 PM",102.898,216.07,2020-06-07 07:30:00
"POKE1","06/07/20 3:45:00 PM",102.883,216.068,2020-06-07 07:45:00
"POKE1","06/07/20 4:00:00 PM",102.879,216.068,2020-06-07 08:00:00
"POKE1","06/07/20 4:15:00 PM",102.865,216.069,2020-06-07 08:15:00
"POKE1","06/07/20 4:30:00 PM",102.871,216.069,2020-06-07 08:30:00
"POKE1","06/07/20 4:45:00 PM",102.891,216.069,2020-06-07 08:45:00
"POKE1","06/07/20 5:00:00 PM",102.85,216.068,2020-06-07 09:00:00
"POKE1","06/07/20 5:15:00 PM",102.84,216.069,2020-06-07 09:15:00
"POKE1","06/07/20 5:30:00 PM",102.825,216.066,2020-06-07 09:30:00
"POKE1","06/07/20 5:45:00 PM",102.825,216.067,2020-06-07 09:45:00
"POKE1","06/07/20 6:00:00 PM",102.835,216.067,2020-06-07 10:00:00
"POKE1","06/07/20 6:15:00 PM",102.794,216.066,2020-06-07 10:15:00
"POKE1","06/07/20 6:30:00 PM",102.835,216.069,2020-06-07 10:30:00
"POKE1","06/07/20 6:45:00 PM",102.825,216.069,2020-06-07 10:45:00
"POKE1","06/07/20 7:00:00 PM",102.757,216.062,2020-06-07 11:00:00
"POKE1","06/07/20 7:15:00 PM",102.819,216.069,2020-06-07 11:15:00
"POKE1","06/07/20 7:30:00 PM",102.802,216.07,2020-06-07 11:30:00
"POKE1","06/07/20 7:45:00 PM",102.823,216.07,2020-06-07 11:45:00
"POKE1","06/07/20 8:00:00 PM",102.838,216.073,2020-06-07 12:00:00
"POKE1","06/07/20 8:15:00 PM",102.831,216.071,2020-06-07 12:15:00
"POKE1","06/07/20 8:30:00 PM",102.871,216.076,2020-06-07 12:30:00
"POKE1","06/07/20 8:45:00 PM",102.864,216.074,2020-06-07 12:45:00
"POKE1","06/07/20 9:00:00 PM",102.879,216.074,2020-06-07 13:00:00
"POKE1","06/07/20 9:15:00 PM",102.904,216.077,2020-06-07 13:15:00
"POKE1","06/07/20 9:30:00 PM",102.922,216.076,2020-06-07 13:30:00
"POKE1","06/07/20 9:45:00 PM",102.926,216.076,2020-06-07 13:45:00
"POKE1","06/07/20 10:00:00 PM",102.94,216.077,2020-06-07 14:00:00
"POKE1","06/07/20 10:15:00 PM",102.944,216.077,2020-06-07 14:15:00
"POKE1","06/07/20 10:30:00 PM",102.993,216.078,2020-06-07 14:30:00
"POKE1","06/07/20 10:45:00 PM",103.028,216.082,2020-06-07 14:45:00
"POKE1","06/07/20 11:00:00 PM",102.991,216.078,2020-06-07 15:00:00
"POKE1","06/07/20 11:15:00 PM",102.995,216.079,2020-06-07 15:15:00
"POKE1","06/07/20 11:30:00 PM",103.009,216.079,2020-06-07 15:30:00
