"","column_label","HI","Q_interval","storm.ID","site.ID","storm.num","response"
"Interpolated HI for 64% discharge...632","13",-0.639866727941171,64,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 66% discharge...633","13",-0.604848345588235,66,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 68% discharge...634","13",-0.593075980392157,68,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 70% discharge...635","13",-0.549946384803919,70,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 72% discharge...636","13",-0.531931678921566,72,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 74% discharge...637","13",-0.500635723039213,74,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 76% discharge...638","13",-0.420174632352939,76,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 78% discharge...639","13",-0.373207720588234,78,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 80% discharge...640","13",-0.340816482843136,80,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 82% discharge...641","13",-0.333999693627449,82,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 84% discharge...642","13",-0.247594975490195,84,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 86% discharge...643","13",-0.192869178921568,86,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 88% discharge...644","13",-0.22339920343137,88,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 90% discharge...645","13",-0.1187806372549,90,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 92% discharge...646","13",-0.0534313725490196,92,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 94% discharge...647","13",-0.0227558210784304,94,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 96% discharge...648","13",-0.0088848039215681,96,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 98% discharge...649","13",0.00818014705882442,98,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 100% discharge...650","13",0.176746323529412,100,"FRCH_storm10b_08_12_fDOM","FRCH","storm10b","fDOM"
"Interpolated HI for 2% discharge...651","14",0.36549851167643,2,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 4% discharge...652","14",0.332371804707393,4,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 6% discharge...653","14",0.310829471875283,6,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 8% discharge...654","14",0.270920919385026,8,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 10% discharge...655","14",0.244146438763922,10,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 12% discharge...656","14",0.232546721085092,12,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 14% discharge...657","14",0.224261208457357,14,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 16% discharge...658","14",0.227329916838,16,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 18% discharge...659","14",0.221990364255681,18,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 20% discharge...660","14",0.201752232485345,20,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 22% discharge...661","14",0.175131187283269,22,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 24% discharge...662","14",0.0230766870224299,24,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 26% discharge...663","14",-0.0245956976708515,26,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 28% discharge...664","14",-0.0139779666738266,28,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 30% discharge...665","14",-0.0345689999079398,30,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 32% discharge...666","14",-0.0605149292662706,32,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 34% discharge...667","14",-0.104842421824653,34,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 36% discharge...668","14",-0.238055052628347,36,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 38% discharge...669","14",-0.296606008531006,38,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 40% discharge...670","14",-0.292493939300946,40,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 42% discharge...671","14",-0.362537208089113,42,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 44% discharge...672","14",-0.382974805904191,44,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 46% discharge...673","14",-0.386335041580994,46,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 48% discharge...674","14",-0.376944793936228,48,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 50% discharge...675","14",-0.367293706079107,50,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 52% discharge...676","14",-0.364102249363239,52,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 54% discharge...677","14",-0.365559885844046,54,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 56% discharge...678","14",-0.378233651456098,56,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 58% discharge...679","14",-0.391536502286184,58,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 60% discharge...680","14",-0.403090189339303,60,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 62% discharge...681","14",-0.408153558167363,62,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 64% discharge...682","14",-0.426443060115993,64,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 66% discharge...683","14",-0.0313161690244566,66,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 68% discharge...684","14",-0.063506919937408,68,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 70% discharge...685","14",-0.167812317795432,70,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 72% discharge...686","14",-0.185902353699328,72,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 74% discharge...687","14",-0.16210452020745,74,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 76% discharge...688","14",-0.144167919722597,76,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 78% discharge...689","14",-0.0313621996501683,78,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 80% discharge...690","14",-0.00217878295025753,80,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 82% discharge...691","14",0.0605763034338835,82,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 84% discharge...692","14",0.110565562954551,84,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 86% discharge...693","14",0.124896431092152,86,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 88% discharge...694","14",0.141436769263815,88,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 90% discharge...695","14",0.118528861202319,90,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 92% discharge...696","14",0.142249976984685,92,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 94% discharge...697","14",0.130389419093501,94,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 96% discharge...698","14",0.0175376683953703,96,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 98% discharge...699","14",-0.00664375364409153,98,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 100% discharge...700","14",0.382944118820382,100,"FRCH_storm11_08_20_fDOM","FRCH","storm11","fDOM"
"Interpolated HI for 2% discharge...701","15",-0.365715915573302,2,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 4% discharge...702","15",-0.245065601825445,4,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 6% discharge...703","15",-0.245065601825445,6,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 8% discharge...704","15",-0.240501996577298,8,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 10% discharge...705","15",-0.23405590416429,10,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 12% discharge...706","15",-0.729435253850546,12,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 14% discharge...707","15",-0.719338277239022,14,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 16% discharge...708","15",-0.663034797490016,16,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 18% discharge...709","15",-0.663091842555619,18,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 20% discharge...710","15",-0.660524814603535,20,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 22% discharge...711","15",-0.644894466628642,22,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 24% discharge...712","15",-0.616828294352546,24,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 26% discharge...713","15",-0.627381631488882,26,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 28% discharge...714","15",-0.622703936109536,28,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 30% discharge...715","15",-0.617569880205371,30,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 32% discharge...716","15",-0.5966913861951,32,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 34% discharge...717","15",-0.584711922418717,34,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 36% discharge...718","15",-0.573245864232748,36,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 38% discharge...719","15",-0.559498003422708,38,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 40% discharge...720","15",-0.549857387335998,40,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 42% discharge...721","15",-0.55778665145465,42,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 44% discharge...722","15",-0.564860239589277,44,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 46% discharge...723","15",-0.577353108956077,46,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 48% discharge...724","15",-0.58031945236737,48,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 50% discharge...725","15",-0.573645179691959,50,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 52% discharge...726","15",-0.575299486594416,52,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 54% discharge...727","15",-0.563776383342845,54,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 56% discharge...728","15",-0.560695949800347,56,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 58% discharge...729","15",-0.540330861380498,58,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 60% discharge...730","15",-0.545750142612664,60,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 62% discharge...731","15",-0.487792355961212,62,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 64% discharge...732","15",-0.470051340559043,64,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 66% discharge...733","15",-0.400399315459214,66,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 68% discharge...734","15",-0.40490587564176,68,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 70% discharge...735","15",-0.382487164860237,70,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 72% discharge...736","15",-0.351169423844842,72,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 74% discharge...737","15",-0.347518539646319,74,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 76% discharge...738","15",-0.329663434112946,76,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 78% discharge...739","15",-0.332857957786648,78,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 80% discharge...740","15",-0.388990302338854,80,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 82% discharge...741","15",-0.388248716486023,82,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 84% discharge...742","15",-0.347461494580724,84,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 86% discharge...743","15",-0.335196805476328,86,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 88% discharge...744","15",-0.330690245293782,88,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 90% discharge...745","15",-0.275071306332005,90,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 92% discharge...746","15",-0.253394181403314,92,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 94% discharge...747","15",-0.190644609241306,94,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 96% discharge...748","15",-0.165145464917292,96,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 98% discharge...749","15",-0.0922418710781518,98,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
"Interpolated HI for 100% discharge...750","15",0.0641756988020493,100,"FRCH_storm12_09_06_fDOM","FRCH","storm12","fDOM"
