"Site","Temp","AbsPTDepth","DateTime"
"MOOS",6.064,1.683,2019-08-23 21:45:00
"MOOS",6.064,1.686,2019-08-23 22:00:00
"MOOS",6.064,1.677,2019-08-23 22:15:00
"MOOS",6.064,1.7,2019-08-23 22:30:00
"MOOS",6.064,1.697,2019-08-23 22:45:00
"MOOS",6.064,1.705,2019-08-23 23:00:00
"MOOS",6.064,1.697,2019-08-23 23:15:00
"MOOS",6.064,1.684,2019-08-23 23:30:00
"MOOS",6.064,1.68,2019-08-23 23:45:00
"MOOS",6.064,1.679,2019-08-24 00:00:00
"MOOS",6.064,1.676,2019-08-24 00:15:00
"MOOS",6.064,1.691,2019-08-24 00:30:00
"MOOS",6.064,1.679,2019-08-24 00:45:00
"MOOS",6.064,1.687,2019-08-24 01:00:00
"MOOS",6.064,1.683,2019-08-24 01:15:00
"MOOS",6.064,1.678,2019-08-24 01:30:00
"MOOS",6.064,1.687,2019-08-24 01:45:00
"MOOS",6.064,1.672,2019-08-24 02:00:00
"MOOS",6.064,1.687,2019-08-24 02:15:00
"MOOS",6.064,1.681,2019-08-24 02:30:00
"MOOS",6.064,1.673,2019-08-24 02:45:00
"MOOS",6.064,1.681,2019-08-24 03:00:00
"MOOS",6.064,1.669,2019-08-24 03:15:00
"MOOS",6.064,1.671,2019-08-24 03:30:00
"MOOS",6.064,1.672,2019-08-24 03:45:00
"MOOS",6.064,1.675,2019-08-24 04:00:00
"MOOS",6.064,1.678,2019-08-24 04:15:00
"MOOS",6.064,1.673,2019-08-24 04:30:00
"MOOS",6.064,1.682,2019-08-24 04:45:00
"MOOS",6.064,1.671,2019-08-24 05:00:00
"MOOS",6.064,1.668,2019-08-24 05:15:00
"MOOS",6.064,1.663,2019-08-24 05:30:00
"MOOS",6.064,1.669,2019-08-24 05:45:00
"MOOS",6.064,1.673,2019-08-24 06:00:00
"MOOS",6.064,1.67,2019-08-24 06:15:00
"MOOS",6.064,1.666,2019-08-24 06:30:00
"MOOS",6.064,1.677,2019-08-24 06:45:00
"MOOS",6.064,1.662,2019-08-24 07:00:00
"MOOS",6.064,1.67,2019-08-24 07:15:00
"MOOS",6.064,1.672,2019-08-24 07:30:00
"MOOS",6.064,1.672,2019-08-24 07:45:00
"MOOS",6.064,1.666,2019-08-24 08:00:00
"MOOS",6.064,1.665,2019-08-24 08:15:00
"MOOS",6.064,1.676,2019-08-24 08:30:00
"MOOS",6.064,1.673,2019-08-24 08:45:00
"MOOS",6.064,1.671,2019-08-24 09:00:00
"MOOS",6.064,1.671,2019-08-24 09:15:00
"MOOS",6.064,1.68,2019-08-24 09:30:00
"MOOS",6.064,1.666,2019-08-24 09:45:00
"MOOS",6.064,1.666,2019-08-24 10:00:00
"MOOS",6.064,1.664,2019-08-24 10:15:00
"MOOS",6.064,1.664,2019-08-24 10:30:00
"MOOS",6.064,1.665,2019-08-24 10:45:00
"MOOS",6.064,1.668,2019-08-24 11:00:00
"MOOS",6.064,1.666,2019-08-24 11:15:00
"MOOS",6.064,1.679,2019-08-24 11:30:00
"MOOS",6.064,1.671,2019-08-24 11:45:00
"MOOS",6.064,1.663,2019-08-24 12:00:00
"MOOS",6.064,1.663,2019-08-24 12:15:00
"MOOS",6.064,1.673,2019-08-24 12:30:00
"MOOS",6.064,1.667,2019-08-24 12:45:00
"MOOS",6.064,1.677,2019-08-24 13:00:00
"MOOS",6.064,1.664,2019-08-24 13:15:00
"MOOS",6.064,1.66,2019-08-24 13:30:00
"MOOS",6.064,1.663,2019-08-24 13:45:00
"MOOS",6.064,1.661,2019-08-24 14:00:00
"MOOS",6.064,1.661,2019-08-24 14:15:00
"MOOS",6.064,1.66,2019-08-24 14:30:00
"MOOS",6.064,1.674,2019-08-24 14:45:00
"MOOS",6.064,1.667,2019-08-24 15:00:00
"MOOS",6.064,1.66,2019-08-24 15:15:00
"MOOS",6.064,1.659,2019-08-24 15:30:00
"MOOS",6.064,1.662,2019-08-24 15:45:00
"MOOS",6.064,1.655,2019-08-24 16:00:00
"MOOS",6.064,1.672,2019-08-24 16:15:00
"MOOS",6.064,1.67,2019-08-24 16:30:00
"MOOS",6.064,1.67,2019-08-24 16:45:00
"MOOS",6.064,1.658,2019-08-24 17:00:00
"MOOS",6.064,1.66,2019-08-24 17:15:00
"MOOS",6.064,1.655,2019-08-24 17:30:00
"MOOS",6.064,1.658,2019-08-24 17:45:00
"MOOS",6.064,1.654,2019-08-24 18:00:00
"MOOS",6.064,1.656,2019-08-24 18:15:00
"MOOS",6.064,1.653,2019-08-24 18:30:00
"MOOS",6.064,1.655,2019-08-24 18:45:00
"MOOS",6.064,1.656,2019-08-24 19:00:00
"MOOS",6.064,1.646,2019-08-24 19:15:00
"MOOS",6.064,1.655,2019-08-24 19:30:00
"MOOS",6.064,1.65,2019-08-24 19:45:00
"MOOS",6.064,1.647,2019-08-24 20:00:00
"MOOS",6.064,1.648,2019-08-24 20:15:00
"MOOS",6.064,1.646,2019-08-24 20:30:00
"MOOS",6.064,1.649,2019-08-24 20:45:00
"MOOS",6.166,1.644,2019-08-24 21:00:00
"MOOS",6.166,1.645,2019-08-24 21:15:00
"MOOS",6.166,1.64,2019-08-24 21:30:00
"MOOS",6.166,1.658,2019-08-24 21:45:00
"MOOS",6.166,1.64,2019-08-24 22:00:00
"MOOS",6.166,1.645,2019-08-24 22:15:00
"MOOS",6.166,1.645,2019-08-24 22:30:00
"MOOS",6.166,1.644,2019-08-24 22:45:00
"MOOS",6.166,1.639,2019-08-24 23:00:00
"MOOS",6.166,1.638,2019-08-24 23:15:00
"MOOS",6.166,1.643,2019-08-24 23:30:00
"MOOS",6.166,1.637,2019-08-24 23:45:00
"MOOS",6.166,1.638,2019-08-25 00:00:00
"MOOS",6.166,1.635,2019-08-25 00:15:00
"MOOS",6.166,1.635,2019-08-25 00:30:00
"MOOS",6.166,1.635,2019-08-25 00:45:00
"MOOS",6.166,1.633,2019-08-25 01:00:00
"MOOS",6.166,1.636,2019-08-25 01:15:00
"MOOS",6.166,1.632,2019-08-25 01:30:00
"MOOS",6.166,1.631,2019-08-25 01:45:00
"MOOS",6.064,1.628,2019-08-25 02:00:00
"MOOS",6.166,1.628,2019-08-25 02:15:00
"MOOS",6.064,1.624,2019-08-25 02:30:00
"MOOS",6.064,1.627,2019-08-25 02:45:00
"MOOS",6.064,1.642,2019-08-25 03:00:00
"MOOS",6.064,1.626,2019-08-25 03:15:00
"MOOS",6.064,1.623,2019-08-25 03:30:00
"MOOS",6.064,1.623,2019-08-25 03:45:00
"MOOS",6.064,1.619,2019-08-25 04:00:00
"MOOS",6.064,1.621,2019-08-25 04:15:00
"MOOS",6.064,1.62,2019-08-25 04:30:00
"MOOS",6.064,1.619,2019-08-25 04:45:00
"MOOS",6.064,1.618,2019-08-25 05:00:00
"MOOS",6.064,1.617,2019-08-25 05:15:00
"MOOS",6.064,1.614,2019-08-25 05:30:00
"MOOS",6.064,1.618,2019-08-25 05:45:00
"MOOS",6.064,1.616,2019-08-25 06:00:00
"MOOS",6.064,1.615,2019-08-25 06:15:00
"MOOS",6.064,1.613,2019-08-25 06:30:00
"MOOS",6.064,1.611,2019-08-25 06:45:00
"MOOS",6.064,1.607,2019-08-25 07:00:00
"MOOS",5.962,1.611,2019-08-25 07:15:00
"MOOS",5.962,1.608,2019-08-25 07:30:00
"MOOS",5.962,1.608,2019-08-25 07:45:00
"MOOS",5.962,1.609,2019-08-25 08:00:00
"MOOS",5.962,1.618,2019-08-25 08:15:00
"MOOS",5.962,1.606,2019-08-25 08:30:00
"MOOS",5.962,1.621,2019-08-25 08:45:00
"MOOS",5.962,1.614,2019-08-25 09:00:00
"MOOS",5.962,1.608,2019-08-25 09:15:00
"MOOS",5.962,1.607,2019-08-25 09:30:00
"MOOS",5.86,1.605,2019-08-25 09:45:00
"MOOS",5.86,1.605,2019-08-25 10:00:00
"MOOS",5.86,1.607,2019-08-25 10:15:00
"MOOS",5.86,1.604,2019-08-25 10:30:00
"MOOS",5.86,1.604,2019-08-25 10:45:00
"MOOS",5.86,1.605,2019-08-25 11:00:00
"MOOS",5.86,1.606,2019-08-25 11:15:00
"MOOS",5.86,1.604,2019-08-25 11:30:00
"MOOS",5.86,1.603,2019-08-25 11:45:00
"MOOS",5.757,1.6,2019-08-25 12:00:00
"MOOS",5.757,1.598,2019-08-25 12:15:00
"MOOS",5.757,1.603,2019-08-25 12:30:00
"MOOS",5.757,1.595,2019-08-25 12:45:00
"MOOS",5.757,1.598,2019-08-25 13:00:00
"MOOS",5.757,1.599,2019-08-25 13:15:00
"MOOS",5.757,1.598,2019-08-25 13:30:00
"MOOS",5.757,1.598,2019-08-25 13:45:00
"MOOS",5.757,1.595,2019-08-25 14:00:00
"MOOS",5.757,1.593,2019-08-25 14:15:00
"MOOS",5.757,1.595,2019-08-25 14:30:00
"MOOS",5.757,1.594,2019-08-25 14:45:00
"MOOS",5.757,1.594,2019-08-25 15:00:00
"MOOS",5.757,1.593,2019-08-25 15:15:00
"MOOS",5.757,1.592,2019-08-25 15:30:00
"MOOS",5.757,1.593,2019-08-25 15:45:00
"MOOS",5.655,1.594,2019-08-25 16:00:00
"MOOS",5.655,1.593,2019-08-25 16:15:00
"MOOS",5.655,1.589,2019-08-25 16:30:00
"MOOS",5.655,1.592,2019-08-25 16:45:00
"MOOS",5.655,1.587,2019-08-25 17:00:00
"MOOS",5.655,1.587,2019-08-25 17:15:00
"MOOS",5.655,1.586,2019-08-25 17:30:00
"MOOS",5.655,1.587,2019-08-25 17:45:00
"MOOS",5.655,1.588,2019-08-25 18:00:00
"MOOS",5.655,1.588,2019-08-25 18:15:00
"MOOS",5.655,1.589,2019-08-25 18:30:00
"MOOS",5.655,1.589,2019-08-25 18:45:00
"MOOS",5.655,1.584,2019-08-25 19:00:00
"MOOS",5.655,1.584,2019-08-25 19:15:00
"MOOS",5.655,1.589,2019-08-25 19:30:00
"MOOS",5.655,1.589,2019-08-25 19:45:00
"MOOS",5.757,1.586,2019-08-25 20:00:00
"MOOS",5.655,1.583,2019-08-25 20:15:00
"MOOS",5.757,1.583,2019-08-25 20:30:00
"MOOS",5.757,1.584,2019-08-25 20:45:00
"MOOS",5.757,1.583,2019-08-25 21:00:00
"MOOS",5.757,1.582,2019-08-25 21:15:00
"MOOS",5.757,1.584,2019-08-25 21:30:00
"MOOS",5.757,1.581,2019-08-25 21:45:00
"MOOS",5.757,1.581,2019-08-25 22:00:00
"MOOS",5.757,1.581,2019-08-25 22:15:00
"MOOS",5.757,1.585,2019-08-25 22:30:00
"MOOS",5.757,1.583,2019-08-25 22:45:00
"MOOS",5.757,1.578,2019-08-25 23:00:00
"MOOS",5.757,1.578,2019-08-25 23:15:00
"MOOS",5.757,1.576,2019-08-25 23:30:00
"MOOS",5.757,1.576,2019-08-25 23:45:00
"MOOS",5.757,1.577,2019-08-26 00:00:00
"MOOS",5.757,1.576,2019-08-26 00:15:00
"MOOS",5.757,1.572,2019-08-26 00:30:00
"MOOS",5.757,1.575,2019-08-26 00:45:00
"MOOS",5.757,1.574,2019-08-26 01:00:00
"MOOS",5.757,1.574,2019-08-26 01:15:00
"MOOS",5.757,1.571,2019-08-26 01:30:00
"MOOS",5.757,1.572,2019-08-26 01:45:00
"MOOS",5.757,1.577,2019-08-26 02:00:00
"MOOS",5.757,1.574,2019-08-26 02:15:00
"MOOS",5.757,1.574,2019-08-26 02:30:00
"MOOS",5.757,1.575,2019-08-26 02:45:00
"MOOS",5.757,1.569,2019-08-26 03:00:00
"MOOS",5.757,1.569,2019-08-26 03:15:00
"MOOS",5.757,1.568,2019-08-26 03:30:00
"MOOS",5.757,1.569,2019-08-26 03:45:00
"MOOS",5.757,1.569,2019-08-26 04:00:00
"MOOS",5.757,1.565,2019-08-26 04:15:00
"MOOS",5.757,1.565,2019-08-26 04:30:00
"MOOS",5.757,1.563,2019-08-26 04:45:00
"MOOS",5.757,1.565,2019-08-26 05:00:00
"MOOS",5.757,1.563,2019-08-26 05:15:00
"MOOS",5.757,1.563,2019-08-26 05:30:00
"MOOS",5.757,1.564,2019-08-26 05:45:00
"MOOS",5.757,1.561,2019-08-26 06:00:00
"MOOS",5.757,1.56,2019-08-26 06:15:00
"MOOS",5.757,1.561,2019-08-26 06:30:00
"MOOS",5.757,1.56,2019-08-26 06:45:00
"MOOS",5.757,1.561,2019-08-26 07:00:00
"MOOS",5.757,1.56,2019-08-26 07:15:00
"MOOS",5.757,1.562,2019-08-26 07:30:00
"MOOS",5.757,1.56,2019-08-26 07:45:00
"MOOS",5.757,1.561,2019-08-26 08:00:00
"MOOS",5.757,1.561,2019-08-26 08:15:00
"MOOS",5.757,1.558,2019-08-26 08:30:00
"MOOS",5.757,1.559,2019-08-26 08:45:00
"MOOS",5.757,1.56,2019-08-26 09:00:00
"MOOS",5.757,1.557,2019-08-26 09:15:00
"MOOS",5.757,1.558,2019-08-26 09:30:00
"MOOS",5.757,1.557,2019-08-26 09:45:00
"MOOS",5.757,1.556,2019-08-26 10:00:00
"MOOS",5.757,1.557,2019-08-26 10:15:00
"MOOS",5.757,1.558,2019-08-26 10:30:00
"MOOS",5.757,1.555,2019-08-26 10:45:00
"MOOS",5.757,1.555,2019-08-26 11:00:00
"MOOS",5.757,1.558,2019-08-26 11:15:00
"MOOS",5.757,1.558,2019-08-26 11:30:00
"MOOS",5.757,1.554,2019-08-26 11:45:00
"MOOS",5.757,1.553,2019-08-26 12:00:00
"MOOS",5.757,1.555,2019-08-26 12:15:00
"MOOS",5.757,1.553,2019-08-26 12:30:00
"MOOS",5.757,1.549,2019-08-26 12:45:00
"MOOS",5.757,1.552,2019-08-26 13:00:00
"MOOS",5.757,1.553,2019-08-26 13:15:00
"MOOS",5.757,1.553,2019-08-26 13:30:00
"MOOS",5.757,1.55,2019-08-26 13:45:00
"MOOS",5.757,1.552,2019-08-26 14:00:00
"MOOS",5.757,1.551,2019-08-26 14:15:00
"MOOS",5.757,1.551,2019-08-26 14:30:00
"MOOS",5.757,1.553,2019-08-26 14:45:00
"MOOS",5.757,1.551,2019-08-26 15:00:00
"MOOS",5.757,1.551,2019-08-26 15:15:00
"MOOS",5.757,1.552,2019-08-26 15:30:00
"MOOS",5.757,1.549,2019-08-26 15:45:00
"MOOS",5.757,1.551,2019-08-26 16:00:00
"MOOS",5.86,1.552,2019-08-26 16:15:00
"MOOS",5.86,1.551,2019-08-26 16:30:00
"MOOS",5.86,1.552,2019-08-26 16:45:00
"MOOS",5.86,1.551,2019-08-26 17:00:00
"MOOS",5.86,1.551,2019-08-26 17:15:00
"MOOS",5.86,1.548,2019-08-26 17:30:00
"MOOS",5.86,1.551,2019-08-26 17:45:00
"MOOS",5.86,1.551,2019-08-26 18:00:00
"MOOS",5.86,1.551,2019-08-26 18:15:00
"MOOS",5.86,1.549,2019-08-26 18:30:00
"MOOS",5.86,1.55,2019-08-26 18:45:00
"MOOS",5.86,1.551,2019-08-26 19:00:00
"MOOS",5.86,1.548,2019-08-26 19:15:00
"MOOS",5.962,1.551,2019-08-26 19:30:00
"MOOS",5.962,1.548,2019-08-26 19:45:00
"MOOS",5.962,1.548,2019-08-26 20:00:00
"MOOS",5.962,1.548,2019-08-26 20:15:00
"MOOS",5.962,1.547,2019-08-26 20:30:00
"MOOS",5.962,1.545,2019-08-26 20:45:00
"MOOS",5.962,1.545,2019-08-26 21:00:00
"MOOS",5.962,1.547,2019-08-26 21:15:00
"MOOS",5.962,1.547,2019-08-26 21:30:00
"MOOS",5.962,1.545,2019-08-26 21:45:00
"MOOS",5.962,1.546,2019-08-26 22:00:00
"MOOS",5.962,1.542,2019-08-26 22:15:00
"MOOS",5.962,1.547,2019-08-26 22:30:00
"MOOS",5.962,1.541,2019-08-26 22:45:00
"MOOS",5.962,1.544,2019-08-26 23:00:00
"MOOS",5.962,1.54,2019-08-26 23:15:00
"MOOS",5.962,1.542,2019-08-26 23:30:00
"MOOS",5.962,1.542,2019-08-26 23:45:00
"MOOS",5.962,1.54,2019-08-27 00:00:00
"MOOS",5.962,1.541,2019-08-27 00:15:00
"MOOS",5.962,1.539,2019-08-27 00:30:00
"MOOS",5.962,1.538,2019-08-27 00:45:00
"MOOS",5.962,1.541,2019-08-27 01:00:00
"MOOS",5.962,1.54,2019-08-27 01:15:00
"MOOS",5.962,1.536,2019-08-27 01:30:00
"MOOS",5.962,1.537,2019-08-27 01:45:00
"MOOS",5.962,1.537,2019-08-27 02:00:00
"MOOS",5.962,1.537,2019-08-27 02:15:00
"MOOS",5.962,1.539,2019-08-27 02:30:00
"MOOS",5.962,1.535,2019-08-27 02:45:00
"MOOS",5.962,1.536,2019-08-27 03:00:00
"MOOS",5.962,1.536,2019-08-27 03:15:00
"MOOS",5.962,1.539,2019-08-27 03:30:00
"MOOS",5.962,1.533,2019-08-27 03:45:00
"MOOS",5.962,1.533,2019-08-27 04:00:00
"MOOS",5.962,1.534,2019-08-27 04:15:00
"MOOS",5.962,1.533,2019-08-27 04:30:00
"MOOS",6.064,1.531,2019-08-27 04:45:00
"MOOS",6.064,1.533,2019-08-27 05:00:00
"MOOS",6.064,1.534,2019-08-27 05:15:00
"MOOS",6.064,1.529,2019-08-27 05:30:00
"MOOS",6.064,1.531,2019-08-27 05:45:00
"MOOS",6.064,1.53,2019-08-27 06:00:00
"MOOS",6.064,1.529,2019-08-27 06:15:00
"MOOS",6.064,1.529,2019-08-27 06:30:00
"MOOS",6.064,1.528,2019-08-27 06:45:00
"MOOS",6.064,1.53,2019-08-27 07:00:00
"MOOS",6.064,1.526,2019-08-27 07:15:00
"MOOS",6.064,1.528,2019-08-27 07:30:00
"MOOS",6.064,1.527,2019-08-27 07:45:00
"MOOS",6.064,1.528,2019-08-27 08:00:00
"MOOS",6.064,1.527,2019-08-27 08:15:00
"MOOS",6.064,1.525,2019-08-27 08:30:00
"MOOS",6.064,1.527,2019-08-27 08:45:00
"MOOS",6.064,1.525,2019-08-27 09:00:00
"MOOS",6.064,1.523,2019-08-27 09:15:00
"MOOS",6.064,1.523,2019-08-27 09:30:00
"MOOS",6.064,1.524,2019-08-27 09:45:00
"MOOS",6.064,1.522,2019-08-27 10:00:00
"MOOS",6.064,1.522,2019-08-27 10:15:00
"MOOS",6.064,1.522,2019-08-27 10:30:00
"MOOS",6.064,1.522,2019-08-27 10:45:00
"MOOS",6.064,1.524,2019-08-27 11:00:00
"MOOS",6.064,1.521,2019-08-27 11:15:00
"MOOS",6.064,1.519,2019-08-27 11:30:00
"MOOS",6.064,1.519,2019-08-27 11:45:00
"MOOS",6.064,1.519,2019-08-27 12:00:00
"MOOS",6.064,1.519,2019-08-27 12:15:00
"MOOS",6.064,1.518,2019-08-27 12:30:00
"MOOS",6.064,1.518,2019-08-27 12:45:00
"MOOS",6.064,1.521,2019-08-27 13:00:00
"MOOS",6.064,1.517,2019-08-27 13:15:00
"MOOS",6.064,1.518,2019-08-27 13:30:00
"MOOS",6.064,1.516,2019-08-27 13:45:00
"MOOS",6.064,1.517,2019-08-27 14:00:00
"MOOS",6.064,1.52,2019-08-27 14:15:00
"MOOS",6.064,1.518,2019-08-27 14:30:00
"MOOS",6.064,1.519,2019-08-27 14:45:00
"MOOS",6.064,1.52,2019-08-27 15:00:00
"MOOS",6.064,1.518,2019-08-27 15:15:00
"MOOS",6.064,1.519,2019-08-27 15:30:00
"MOOS",6.064,1.515,2019-08-27 15:45:00
"MOOS",6.064,1.515,2019-08-27 16:00:00
"MOOS",6.064,1.513,2019-08-27 16:15:00
"MOOS",6.064,1.516,2019-08-27 16:30:00
"MOOS",6.064,1.512,2019-08-27 16:45:00
"MOOS",6.064,1.515,2019-08-27 17:00:00
"MOOS",6.064,1.513,2019-08-27 17:15:00
"MOOS",6.064,1.514,2019-08-27 17:30:00
"MOOS",6.064,1.511,2019-08-27 17:45:00
"MOOS",6.064,1.512,2019-08-27 18:00:00
"MOOS",6.064,1.515,2019-08-27 18:15:00
"MOOS",6.064,1.514,2019-08-27 18:30:00
"MOOS",6.166,1.512,2019-08-27 18:45:00
"MOOS",6.166,1.513,2019-08-27 19:00:00
"MOOS",6.166,1.512,2019-08-27 19:15:00
"MOOS",6.166,1.512,2019-08-27 19:30:00
"MOOS",6.166,1.511,2019-08-27 19:45:00
"MOOS",6.166,1.511,2019-08-27 20:00:00
"MOOS",6.166,1.51,2019-08-27 20:15:00
"MOOS",6.166,1.508,2019-08-27 20:30:00
"MOOS",6.166,1.51,2019-08-27 20:45:00
"MOOS",6.166,1.509,2019-08-27 21:00:00
"MOOS",6.166,1.51,2019-08-27 21:15:00
"MOOS",6.166,1.506,2019-08-27 21:30:00
"MOOS",6.166,1.509,2019-08-27 21:45:00
"MOOS",6.166,1.506,2019-08-27 22:00:00
"MOOS",6.166,1.505,2019-08-27 22:15:00
"MOOS",6.166,1.506,2019-08-27 22:30:00
"MOOS",6.166,1.506,2019-08-27 22:45:00
"MOOS",6.166,1.506,2019-08-27 23:00:00
"MOOS",6.166,1.502,2019-08-27 23:15:00
"MOOS",6.166,1.505,2019-08-27 23:30:00
"MOOS",6.166,1.505,2019-08-27 23:45:00
"MOOS",6.166,1.504,2019-08-28 00:00:00
"MOOS",6.166,1.506,2019-08-28 00:15:00
"MOOS",6.166,1.506,2019-08-28 00:30:00
"MOOS",6.166,1.505,2019-08-28 00:45:00
"MOOS",6.166,1.503,2019-08-28 01:00:00
"MOOS",6.166,1.502,2019-08-28 01:15:00
"MOOS",6.166,1.503,2019-08-28 01:30:00
"MOOS",6.166,1.501,2019-08-28 01:45:00
"MOOS",6.166,1.5,2019-08-28 02:00:00
"MOOS",6.166,1.502,2019-08-28 02:15:00
"MOOS",6.166,1.503,2019-08-28 02:30:00
"MOOS",6.166,1.501,2019-08-28 02:45:00
"MOOS",6.166,1.502,2019-08-28 03:00:00
"MOOS",6.166,1.501,2019-08-28 03:15:00
"MOOS",6.166,1.501,2019-08-28 03:30:00
"MOOS",6.166,1.497,2019-08-28 03:45:00
"MOOS",6.166,1.499,2019-08-28 04:00:00
"MOOS",6.166,1.5,2019-08-28 04:15:00
"MOOS",6.166,1.497,2019-08-28 04:30:00
"MOOS",6.166,1.5,2019-08-28 04:45:00
"MOOS",6.166,1.497,2019-08-28 05:00:00
"MOOS",6.166,1.497,2019-08-28 05:15:00
"MOOS",6.166,1.497,2019-08-28 05:30:00
"MOOS",6.166,1.498,2019-08-28 05:45:00
"MOOS",6.166,1.496,2019-08-28 06:00:00
"MOOS",6.166,1.495,2019-08-28 06:15:00
"MOOS",6.166,1.497,2019-08-28 06:30:00
"MOOS",6.166,1.495,2019-08-28 06:45:00
"MOOS",6.166,1.495,2019-08-28 07:00:00
"MOOS",6.166,1.493,2019-08-28 07:15:00
"MOOS",6.166,1.493,2019-08-28 07:30:00
"MOOS",6.166,1.493,2019-08-28 07:45:00
"MOOS",6.166,1.493,2019-08-28 08:00:00
"MOOS",6.166,1.493,2019-08-28 08:15:00
"MOOS",6.166,1.492,2019-08-28 08:30:00
"MOOS",6.166,1.494,2019-08-28 08:45:00
"MOOS",6.166,1.49,2019-08-28 09:00:00
"MOOS",6.166,1.489,2019-08-28 09:15:00
"MOOS",6.166,1.489,2019-08-28 09:30:00
"MOOS",6.166,1.488,2019-08-28 09:45:00
"MOOS",6.166,1.489,2019-08-28 10:00:00
"MOOS",6.166,1.488,2019-08-28 10:15:00
"MOOS",6.166,1.486,2019-08-28 10:30:00
"MOOS",6.166,1.489,2019-08-28 10:45:00
"MOOS",6.166,1.487,2019-08-28 11:00:00
"MOOS",6.166,1.486,2019-08-28 11:15:00
"MOOS",6.166,1.485,2019-08-28 11:30:00
"MOOS",6.166,1.486,2019-08-28 11:45:00
"MOOS",6.166,1.489,2019-08-28 12:00:00
"MOOS",6.166,1.488,2019-08-28 12:15:00
"MOOS",6.166,1.487,2019-08-28 12:30:00
"MOOS",6.166,1.489,2019-08-28 12:45:00
"MOOS",6.166,1.487,2019-08-28 13:00:00
"MOOS",6.166,1.488,2019-08-28 13:15:00
"MOOS",6.166,1.488,2019-08-28 13:30:00
"MOOS",6.166,1.49,2019-08-28 13:45:00
"MOOS",6.166,1.487,2019-08-28 14:00:00
"MOOS",6.166,1.488,2019-08-28 14:15:00
"MOOS",6.166,1.487,2019-08-28 14:30:00
"MOOS",6.166,1.489,2019-08-28 14:45:00
"MOOS",6.166,1.487,2019-08-28 15:00:00
"MOOS",6.268,1.487,2019-08-28 15:15:00
"MOOS",6.268,1.487,2019-08-28 15:30:00
"MOOS",6.268,1.485,2019-08-28 15:45:00
"MOOS",6.268,1.486,2019-08-28 16:00:00
"MOOS",6.268,1.487,2019-08-28 16:15:00
"MOOS",6.268,1.486,2019-08-28 16:30:00
"MOOS",6.268,1.487,2019-08-28 16:45:00
"MOOS",6.268,1.485,2019-08-28 17:00:00
"MOOS",6.268,1.485,2019-08-28 17:15:00
"MOOS",6.268,1.485,2019-08-28 17:30:00
"MOOS",6.268,1.484,2019-08-28 17:45:00
"MOOS",6.268,1.483,2019-08-28 18:00:00
"MOOS",6.268,1.485,2019-08-28 18:15:00
"MOOS",6.268,1.485,2019-08-28 18:30:00
"MOOS",6.268,1.485,2019-08-28 18:45:00
"MOOS",6.268,1.486,2019-08-28 19:00:00
"MOOS",6.268,1.484,2019-08-28 19:15:00
"MOOS",6.268,1.483,2019-08-28 19:30:00
"MOOS",6.268,1.487,2019-08-28 19:45:00
"MOOS",6.268,1.485,2019-08-28 20:00:00
"MOOS",6.268,1.483,2019-08-28 20:15:00
"MOOS",6.268,1.485,2019-08-28 20:30:00
"MOOS",6.268,1.484,2019-08-28 20:45:00
"MOOS",6.268,1.484,2019-08-28 21:00:00
"MOOS",6.268,1.483,2019-08-28 21:15:00
"MOOS",6.268,1.482,2019-08-28 21:30:00
"MOOS",6.37,1.481,2019-08-28 21:45:00
"MOOS",6.37,1.482,2019-08-28 22:00:00
"MOOS",6.37,1.482,2019-08-28 22:15:00
"MOOS",6.37,1.482,2019-08-28 22:30:00
"MOOS",6.37,1.48,2019-08-28 22:45:00
"MOOS",6.37,1.482,2019-08-28 23:00:00
"MOOS",6.37,1.479,2019-08-28 23:15:00
"MOOS",6.37,1.481,2019-08-28 23:30:00
"MOOS",6.37,1.482,2019-08-28 23:45:00
"MOOS",6.37,1.479,2019-08-29 00:00:00
"MOOS",6.37,1.481,2019-08-29 00:15:00
"MOOS",6.37,1.479,2019-08-29 00:30:00
"MOOS",6.37,1.478,2019-08-29 00:45:00
"MOOS",6.37,1.479,2019-08-29 01:00:00
"MOOS",6.37,1.478,2019-08-29 01:15:00
"MOOS",6.37,1.478,2019-08-29 01:30:00
"MOOS",6.37,1.477,2019-08-29 01:45:00
"MOOS",6.37,1.476,2019-08-29 02:00:00
"MOOS",6.37,1.48,2019-08-29 02:15:00
"MOOS",6.37,1.478,2019-08-29 02:30:00
"MOOS",6.37,1.479,2019-08-29 02:45:00
"MOOS",6.37,1.478,2019-08-29 03:00:00
"MOOS",6.37,1.478,2019-08-29 03:15:00
"MOOS",6.37,1.479,2019-08-29 03:30:00
"MOOS",6.37,1.477,2019-08-29 03:45:00
"MOOS",6.37,1.477,2019-08-29 04:00:00
"MOOS",6.37,1.478,2019-08-29 04:15:00
"MOOS",6.37,1.479,2019-08-29 04:30:00
"MOOS",6.37,1.477,2019-08-29 04:45:00
"MOOS",6.37,1.474,2019-08-29 05:00:00
"MOOS",6.37,1.474,2019-08-29 05:15:00
"MOOS",6.37,1.473,2019-08-29 05:30:00
"MOOS",6.37,1.471,2019-08-29 05:45:00
"MOOS",6.37,1.472,2019-08-29 06:00:00
"MOOS",6.37,1.472,2019-08-29 06:15:00
"MOOS",6.37,1.471,2019-08-29 06:30:00
"MOOS",6.37,1.473,2019-08-29 06:45:00
