"Site","DateTime","AbsolutePressure","WaterLevel"
243,2021-05-13 05:30:00,NA,NA
244,2021-05-13 05:45:00,NA,NA
245,2021-05-13 06:00:00,NA,NA
246,2021-05-13 06:15:00,NA,NA
247,2021-05-13 06:30:00,NA,NA
248,2021-05-13 06:45:00,NA,NA
249,2021-05-13 07:00:00,NA,NA
250,2021-05-13 07:15:00,NA,NA
251,2021-05-13 07:30:00,NA,NA
252,2021-05-13 07:45:00,NA,NA
253,2021-05-13 08:00:00,NA,NA
254,2021-05-13 08:15:00,NA,NA
255,2021-05-13 08:30:00,NA,NA
256,2021-05-13 08:45:00,NA,NA
257,2021-05-13 09:00:00,NA,NA
258,2021-05-13 09:15:00,NA,NA
259,2021-05-13 09:30:00,NA,NA
260,2021-05-13 09:45:00,NA,NA
261,2021-05-13 10:00:00,NA,NA
262,2021-05-13 10:15:00,NA,NA
263,2021-05-13 10:30:00,NA,NA
264,2021-05-13 10:45:00,NA,NA
265,2021-05-13 11:00:00,NA,NA
266,2021-05-13 11:15:00,NA,NA
267,2021-05-13 11:30:00,NA,NA
268,2021-05-13 11:45:00,NA,NA
269,2021-05-13 12:00:00,NA,NA
270,2021-05-13 12:15:00,NA,NA
271,2021-05-13 12:30:00,NA,NA
272,2021-05-13 12:45:00,NA,NA
273,2021-05-13 13:00:00,NA,NA
274,2021-05-13 13:15:00,NA,NA
275,2021-05-13 13:30:00,NA,NA
276,2021-05-13 13:45:00,NA,NA
277,2021-05-13 14:00:00,NA,NA
278,2021-05-13 14:15:00,NA,NA
279,2021-05-13 14:30:00,NA,NA
280,2021-05-13 14:45:00,NA,NA
281,2021-05-13 15:00:00,NA,NA
282,2021-05-13 15:15:00,NA,NA
283,2021-05-13 15:30:00,NA,NA
284,2021-05-13 15:45:00,NA,NA
285,2021-05-13 16:00:00,NA,NA
286,2021-05-13 16:15:00,NA,NA
287,2021-05-13 16:30:00,NA,NA
288,2021-05-13 16:45:00,NA,NA
289,2021-05-13 17:00:00,NA,NA
290,2021-05-13 17:15:00,NA,NA
291,2021-05-13 17:30:00,NA,NA
292,2021-05-13 17:45:00,NA,NA
293,2021-05-13 18:00:00,NA,NA
294,2021-05-13 18:15:00,NA,NA
295,2021-05-13 18:30:00,NA,NA
296,2021-05-13 18:45:00,NA,NA
297,2021-05-13 19:00:00,NA,NA
298,2021-05-13 19:15:00,NA,NA
299,2021-05-13 19:30:00,NA,NA
300,2021-05-13 19:45:00,NA,NA
301,2021-05-13 20:00:00,NA,NA
302,2021-05-13 20:15:00,NA,NA
303,2021-05-13 20:30:00,NA,NA
304,2021-05-13 20:45:00,NA,NA
305,2021-05-13 21:00:00,NA,NA
306,2021-05-13 21:15:00,NA,NA
307,2021-05-13 21:30:00,NA,NA
308,2021-05-13 21:45:00,NA,NA
309,2021-05-13 22:00:00,NA,NA
310,2021-05-13 22:15:00,NA,NA
311,2021-05-13 22:30:00,NA,NA
312,2021-05-13 22:45:00,NA,NA
313,2021-05-13 23:00:00,NA,NA
314,2021-05-13 23:15:00,NA,NA
315,2021-05-13 23:30:00,NA,NA
316,2021-05-13 23:45:00,NA,NA
317,2021-05-14 00:00:00,NA,NA
318,2021-05-14 00:15:00,NA,NA
319,2021-05-14 00:30:00,NA,NA
320,2021-05-14 00:45:00,NA,NA
321,2021-05-14 01:00:00,NA,NA
322,2021-05-14 01:15:00,NA,NA
323,2021-05-14 01:30:00,NA,NA
324,2021-05-14 01:45:00,NA,NA
325,2021-05-14 02:00:00,NA,NA
326,2021-05-14 02:15:00,NA,NA
327,2021-05-14 02:30:00,NA,NA
328,2021-05-14 02:45:00,NA,NA
329,2021-05-14 03:00:00,NA,NA
330,2021-05-14 03:15:00,NA,NA
331,2021-05-14 03:30:00,NA,NA
332,2021-05-14 03:45:00,NA,NA
333,2021-05-14 04:00:00,NA,NA
334,2021-05-14 04:15:00,NA,NA
335,2021-05-14 04:30:00,NA,NA
336,2021-05-14 04:45:00,NA,NA
337,2021-05-14 05:00:00,NA,NA
338,2021-05-14 05:15:00,NA,NA
339,2021-05-14 05:30:00,NA,NA
340,2021-05-14 05:45:00,NA,NA
341,2021-05-14 06:00:00,NA,NA
342,2021-05-14 06:15:00,NA,NA
343,2021-05-14 06:30:00,NA,NA
344,2021-05-14 06:45:00,NA,NA
345,2021-05-14 07:00:00,NA,NA
346,2021-05-14 07:15:00,NA,NA
347,2021-05-14 07:30:00,NA,NA
348,2021-05-14 07:45:00,NA,NA
349,2021-05-14 08:00:00,NA,NA
350,2021-05-14 08:15:00,NA,NA
351,2021-05-14 08:30:00,NA,NA
352,2021-05-14 08:45:00,NA,NA
353,2021-05-14 09:00:00,NA,NA
354,2021-05-14 09:15:00,NA,NA
355,2021-05-14 09:30:00,NA,NA
356,2021-05-14 09:45:00,NA,NA
357,2021-05-14 10:00:00,NA,NA
358,2021-05-14 10:15:00,NA,NA
359,2021-05-14 10:30:00,NA,NA
360,2021-05-14 10:45:00,NA,NA
361,2021-05-14 11:00:00,NA,NA
362,2021-05-14 11:15:00,NA,NA
363,2021-05-14 11:30:00,NA,NA
364,2021-05-14 11:45:00,NA,NA
365,2021-05-14 12:00:00,NA,NA
366,2021-05-14 12:15:00,NA,NA
367,2021-05-14 12:30:00,NA,NA
368,2021-05-14 12:45:00,NA,NA
369,2021-05-14 13:00:00,NA,NA
370,2021-05-14 13:15:00,NA,NA
371,2021-05-14 13:30:00,NA,NA
372,2021-05-14 13:45:00,NA,NA
373,2021-05-14 14:00:00,NA,NA
374,2021-05-14 14:15:00,NA,NA
375,2021-05-14 14:30:00,NA,NA
376,2021-05-14 14:45:00,NA,NA
377,2021-05-14 15:00:00,NA,NA
378,2021-05-14 15:15:00,NA,NA
379,2021-05-14 15:30:00,NA,NA
380,2021-05-14 15:45:00,NA,NA
381,2021-05-14 16:00:00,NA,NA
382,2021-05-14 16:15:00,NA,NA
383,2021-05-14 16:30:00,NA,NA
384,2021-05-14 16:45:00,NA,NA
385,2021-05-14 17:00:00,NA,NA
386,2021-05-14 17:15:00,NA,NA
387,2021-05-14 17:30:00,NA,NA
388,2021-05-14 17:45:00,NA,NA
389,2021-05-14 18:00:00,NA,NA
390,2021-05-14 18:15:00,NA,NA
391,2021-05-14 18:30:00,NA,NA
392,2021-05-14 18:45:00,NA,NA
393,2021-05-14 19:00:00,NA,NA
394,2021-05-14 19:15:00,NA,NA
395,2021-05-14 19:30:00,NA,NA
396,2021-05-14 19:45:00,NA,NA
397,2021-05-14 20:00:00,NA,NA
398,2021-05-14 20:15:00,NA,NA
399,2021-05-14 20:30:00,NA,NA
400,2021-05-14 20:45:00,NA,NA
401,2021-05-14 21:00:00,NA,NA
402,2021-05-14 21:15:00,NA,NA
403,2021-05-14 21:30:00,NA,NA
404,2021-05-14 21:45:00,NA,NA
405,2021-05-14 22:00:00,NA,NA
406,2021-05-14 22:15:00,NA,NA
407,2021-05-14 22:30:00,NA,NA
408,2021-05-14 22:45:00,NA,NA
409,2021-05-14 23:00:00,NA,NA
410,2021-05-14 23:15:00,NA,NA
411,2021-05-14 23:30:00,NA,NA
412,2021-05-14 23:45:00,NA,NA
413,2021-05-15 00:00:00,NA,NA
414,2021-05-15 00:15:00,NA,NA
415,2021-05-15 00:30:00,NA,NA
416,2021-05-15 00:45:00,NA,NA
417,2021-05-15 01:00:00,NA,NA
418,2021-05-15 01:15:00,NA,NA
419,2021-05-15 01:30:00,NA,NA
420,2021-05-15 01:45:00,NA,NA
421,2021-05-15 02:00:00,NA,NA
422,2021-05-15 02:15:00,NA,NA
423,2021-05-15 02:30:00,NA,NA
424,2021-05-15 02:45:00,NA,NA
425,2021-05-15 03:00:00,NA,NA
426,2021-05-15 03:15:00,NA,NA
427,2021-05-15 03:30:00,NA,NA
428,2021-05-15 03:45:00,NA,NA
429,2021-05-15 04:00:00,NA,NA
430,2021-05-15 04:15:00,NA,NA
431,2021-05-15 04:30:00,NA,NA
432,2021-05-15 04:45:00,NA,NA
433,2021-05-15 05:00:00,NA,NA
434,2021-05-15 05:15:00,NA,NA
435,2021-05-15 05:30:00,NA,NA
436,2021-05-15 05:45:00,NA,NA
437,2021-05-15 06:00:00,NA,NA
438,2021-05-15 06:15:00,NA,NA
439,2021-05-15 06:30:00,NA,NA
440,2021-05-15 06:45:00,NA,NA
441,2021-05-15 07:00:00,NA,NA
442,2021-05-15 07:15:00,NA,NA
443,2021-05-15 07:30:00,NA,NA
444,2021-05-15 07:45:00,NA,NA
445,2021-05-15 08:00:00,NA,NA
446,2021-05-15 08:15:00,NA,NA
447,2021-05-15 08:30:00,NA,NA
448,2021-05-15 08:45:00,NA,NA
449,2021-05-15 09:00:00,NA,NA
450,2021-05-15 09:15:00,NA,NA
451,2021-05-15 09:30:00,NA,NA
452,2021-05-15 09:45:00,NA,NA
453,2021-05-15 10:00:00,NA,NA
454,2021-05-15 10:15:00,NA,NA
455,2021-05-15 10:30:00,NA,NA
456,2021-05-15 10:45:00,NA,NA
457,2021-05-15 11:00:00,NA,NA
458,2021-05-15 11:15:00,NA,NA
459,2021-05-15 11:30:00,NA,NA
460,2021-05-15 11:45:00,NA,NA
461,2021-05-15 12:00:00,NA,NA
462,2021-05-15 12:15:00,NA,NA
463,2021-05-15 12:30:00,NA,NA
464,2021-05-15 12:45:00,NA,NA
465,2021-05-15 13:00:00,NA,NA
466,2021-05-15 13:15:00,NA,NA
467,2021-05-15 13:30:00,NA,NA
468,2021-05-15 13:45:00,NA,NA
469,2021-05-15 14:00:00,NA,NA
470,2021-05-15 14:15:00,NA,NA
471,2021-05-15 14:30:00,NA,NA
472,2021-05-15 14:45:00,NA,NA
473,2021-05-15 15:00:00,NA,NA
474,2021-05-15 15:15:00,NA,NA
475,2021-05-15 15:30:00,NA,NA
476,2021-05-15 15:45:00,NA,NA
477,2021-05-15 16:00:00,NA,NA
478,2021-05-15 16:15:00,NA,NA
479,2021-05-15 16:30:00,NA,NA
480,2021-05-15 16:45:00,NA,NA
481,2021-05-15 17:00:00,NA,NA
482,2021-05-15 17:15:00,NA,NA
483,2021-05-15 17:30:00,NA,NA
484,2021-05-15 17:45:00,NA,NA
485,2021-05-15 18:00:00,NA,NA
486,2021-05-15 18:15:00,NA,NA
487,2021-05-15 18:30:00,NA,NA
488,2021-05-15 18:45:00,NA,NA
489,2021-05-15 19:00:00,NA,NA
490,2021-05-15 19:15:00,NA,NA
491,2021-05-15 19:30:00,NA,NA
492,2021-05-15 19:45:00,NA,NA
493,2021-05-15 20:00:00,NA,NA
494,2021-05-15 20:15:00,NA,NA
495,2021-05-15 20:30:00,NA,NA
496,2021-05-15 20:45:00,NA,NA
497,2021-05-15 21:00:00,NA,NA
498,2021-05-15 21:15:00,NA,NA
499,2021-05-15 21:30:00,NA,NA
500,2021-05-15 21:45:00,NA,NA
501,2021-05-15 22:00:00,NA,NA
502,2021-05-15 22:15:00,NA,NA
503,2021-05-15 22:30:00,NA,NA
504,2021-05-15 22:45:00,NA,NA
505,2021-05-15 23:00:00,NA,NA
506,2021-05-15 23:15:00,NA,NA
507,2021-05-15 23:30:00,NA,NA
508,2021-05-15 23:45:00,NA,NA
509,2021-05-16 00:00:00,NA,NA
510,2021-05-16 00:15:00,NA,NA
511,2021-05-16 00:30:00,NA,NA
512,2021-05-16 00:45:00,NA,NA
513,2021-05-16 01:00:00,NA,NA
514,2021-05-16 01:15:00,NA,NA
515,2021-05-16 01:30:00,NA,NA
516,2021-05-16 01:45:00,NA,NA
517,2021-05-16 02:00:00,NA,NA
518,2021-05-16 02:15:00,NA,NA
519,2021-05-16 02:30:00,NA,NA
520,2021-05-16 02:45:00,NA,NA
521,2021-05-16 03:00:00,NA,NA
522,2021-05-16 03:15:00,NA,NA
523,2021-05-16 03:30:00,NA,NA
524,2021-05-16 03:45:00,NA,NA
525,2021-05-16 04:00:00,NA,NA
526,2021-05-16 04:15:00,NA,NA
527,2021-05-16 04:30:00,NA,NA
528,2021-05-16 04:45:00,NA,NA
529,2021-05-16 05:00:00,NA,NA
530,2021-05-16 05:15:00,NA,NA
531,2021-05-16 05:30:00,NA,NA
532,2021-05-16 05:45:00,NA,NA
533,2021-05-16 06:00:00,NA,NA
534,2021-05-16 06:15:00,NA,NA
535,2021-05-16 06:30:00,NA,NA
536,2021-05-16 06:45:00,NA,NA
537,2021-05-16 07:00:00,NA,NA
538,2021-05-16 07:15:00,NA,NA
539,2021-05-16 07:30:00,NA,NA
540,2021-05-16 07:45:00,NA,NA
541,2021-05-16 08:00:00,NA,NA
542,2021-05-16 08:15:00,NA,NA
543,2021-05-16 08:30:00,NA,NA
544,2021-05-16 08:45:00,NA,NA
545,2021-05-16 09:00:00,NA,NA
546,2021-05-16 09:15:00,NA,NA
547,2021-05-16 09:30:00,NA,NA
548,2021-05-16 09:45:00,NA,NA
549,2021-05-16 10:00:00,NA,NA
550,2021-05-16 10:15:00,NA,NA
551,2021-05-16 10:30:00,NA,NA
552,2021-05-16 10:45:00,NA,NA
553,2021-05-16 11:00:00,NA,NA
554,2021-05-16 11:15:00,NA,NA
555,2021-05-16 11:30:00,NA,NA
556,2021-05-16 11:45:00,NA,NA
557,2021-05-16 12:00:00,NA,NA
558,2021-05-16 12:15:00,NA,NA
559,2021-05-16 12:30:00,NA,NA
560,2021-05-16 12:45:00,NA,NA
561,2021-05-16 13:00:00,NA,NA
562,2021-05-16 13:15:00,NA,NA
563,2021-05-16 13:30:00,NA,NA
564,2021-05-16 13:45:00,NA,NA
565,2021-05-16 14:00:00,NA,NA
566,2021-05-16 14:15:00,NA,NA
567,2021-05-16 14:30:00,NA,NA
568,2021-05-16 14:45:00,NA,NA
569,2021-05-16 15:00:00,NA,NA
570,2021-05-16 15:15:00,NA,NA
571,2021-05-16 15:30:00,NA,NA
572,2021-05-16 15:45:00,NA,NA
573,2021-05-16 16:00:00,NA,NA
574,2021-05-16 16:15:00,NA,NA
575,2021-05-16 16:30:00,NA,NA
576,2021-05-16 16:45:00,NA,NA
577,2021-05-16 17:00:00,NA,NA
578,2021-05-16 17:15:00,NA,NA
579,2021-05-16 17:30:00,NA,NA
580,2021-05-16 17:45:00,NA,NA
581,2021-05-16 18:00:00,NA,NA
582,2021-05-16 18:15:00,NA,NA
583,2021-05-16 18:30:00,NA,NA
584,2021-05-16 18:45:00,NA,NA
585,2021-05-16 19:00:00,NA,NA
586,2021-05-16 19:15:00,NA,NA
587,2021-05-16 19:30:00,NA,NA
588,2021-05-16 19:45:00,NA,NA
589,2021-05-16 20:00:00,NA,NA
590,2021-05-16 20:15:00,NA,NA
591,2021-05-16 20:30:00,NA,NA
592,2021-05-16 20:45:00,NA,NA
593,2021-05-16 21:00:00,NA,NA
594,2021-05-16 21:15:00,NA,NA
595,2021-05-16 21:30:00,NA,NA
596,2021-05-16 21:45:00,NA,NA
597,2021-05-16 22:00:00,NA,NA
598,2021-05-16 22:15:00,NA,NA
599,2021-05-16 22:30:00,NA,NA
600,2021-05-16 22:45:00,NA,NA
601,2021-05-16 23:00:00,NA,NA
602,2021-05-16 23:15:00,NA,NA
603,2021-05-16 23:30:00,NA,NA
604,2021-05-16 23:45:00,NA,NA
605,2021-05-17 00:00:00,NA,NA
606,2021-05-17 00:15:00,NA,NA
607,2021-05-17 00:30:00,NA,NA
608,2021-05-17 00:45:00,NA,NA
609,2021-05-17 01:00:00,NA,NA
610,2021-05-17 01:15:00,NA,NA
611,2021-05-17 01:30:00,NA,NA
612,2021-05-17 01:45:00,NA,NA
613,2021-05-17 02:00:00,NA,NA
614,2021-05-17 02:15:00,NA,NA
615,2021-05-17 02:30:00,NA,NA
616,2021-05-17 02:45:00,NA,NA
617,2021-05-17 03:00:00,NA,NA
618,2021-05-17 03:15:00,NA,NA
619,2021-05-17 03:30:00,NA,NA
620,2021-05-17 03:45:00,NA,NA
621,2021-05-17 04:00:00,NA,NA
622,2021-05-17 04:15:00,NA,NA
623,2021-05-17 04:30:00,NA,NA
624,2021-05-17 04:45:00,NA,NA
625,2021-05-17 05:00:00,NA,NA
626,2021-05-17 05:15:00,NA,NA
627,2021-05-17 05:30:00,NA,NA
628,2021-05-17 05:45:00,NA,NA
629,2021-05-17 06:00:00,NA,NA
630,2021-05-17 06:15:00,NA,NA
631,2021-05-17 06:30:00,NA,NA
632,2021-05-17 06:45:00,NA,NA
633,2021-05-17 07:00:00,NA,NA
634,2021-05-17 07:15:00,NA,NA
635,2021-05-17 07:30:00,NA,NA
636,2021-05-17 07:45:00,NA,NA
637,2021-05-17 08:00:00,NA,NA
638,2021-05-17 08:15:00,NA,NA
639,2021-05-17 08:30:00,NA,NA
640,2021-05-17 08:45:00,NA,NA
641,2021-05-17 09:00:00,NA,NA
642,2021-05-17 09:15:00,NA,NA
643,2021-05-17 09:30:00,NA,NA
644,2021-05-17 09:45:00,NA,NA
645,2021-05-17 10:00:00,NA,NA
646,2021-05-17 10:15:00,NA,NA
647,2021-05-17 10:30:00,NA,NA
648,2021-05-17 10:45:00,NA,NA
649,2021-05-17 11:00:00,NA,NA
650,2021-05-17 11:15:00,NA,NA
651,2021-05-17 11:30:00,NA,NA
652,2021-05-17 11:45:00,NA,NA
653,2021-05-17 12:00:00,NA,NA
654,2021-05-17 12:15:00,NA,NA
655,2021-05-17 12:30:00,NA,NA
656,2021-05-17 12:45:00,NA,NA
657,2021-05-17 13:00:00,NA,NA
658,2021-05-17 13:15:00,NA,NA
659,2021-05-17 13:30:00,NA,NA
660,2021-05-17 13:45:00,NA,NA
661,2021-05-17 14:00:00,NA,NA
662,2021-05-17 14:15:00,NA,NA
663,2021-05-17 14:30:00,NA,NA
664,2021-05-17 14:45:00,NA,NA
