"","Site","Q","DateTimeAK"
"142","FRCH",NA,2015-05-15 11:15:00
"143","FRCH",NA,2015-05-15 11:30:00
"144","FRCH",NA,2015-05-15 11:45:00
"145","FRCH",NA,2015-05-15 12:00:00
"146","FRCH",NA,2015-05-15 12:15:00
"147","FRCH",NA,2015-05-15 12:30:00
"148","FRCH",NA,2015-05-15 12:45:00
"149","FRCH",NA,2015-05-15 13:00:00
"150","FRCH",NA,2015-05-15 13:15:00
"151","FRCH",NA,2015-05-15 13:30:00
"152","FRCH",NA,2015-05-15 13:45:00
"153","FRCH",NA,2015-05-15 14:00:00
"154","FRCH",NA,2015-05-15 14:15:00
"155","FRCH",NA,2015-05-15 14:30:00
"156","FRCH",NA,2015-05-15 14:45:00
"157","FRCH",NA,2015-05-15 15:00:00
"158","FRCH",NA,2015-05-15 15:15:00
"159","FRCH",NA,2015-05-15 15:30:00
"160","FRCH",NA,2015-05-15 15:45:00
"161","FRCH",NA,2015-05-15 16:00:00
"162","FRCH",NA,2015-05-15 16:15:00
"163","FRCH",NA,2015-05-15 16:30:00
"164","FRCH",NA,2015-05-15 16:45:00
"165","FRCH",NA,2015-05-15 17:00:00
"166","FRCH",NA,2015-05-15 17:15:00
"167","FRCH",NA,2015-05-15 17:30:00
"168","FRCH",NA,2015-05-15 17:45:00
"169","FRCH",NA,2015-05-15 18:00:00
"170","FRCH",NA,2015-05-15 18:15:00
"171","FRCH",NA,2015-05-15 18:30:00
"172","FRCH",NA,2015-05-15 18:45:00
"173","FRCH",NA,2015-05-15 19:00:00
"174","FRCH",NA,2015-05-15 19:15:00
"175","FRCH",NA,2015-05-15 19:30:00
"176","FRCH",NA,2015-05-15 19:45:00
"177","FRCH",NA,2015-05-15 20:00:00
"178","FRCH",NA,2015-05-15 20:15:00
"179","FRCH",NA,2015-05-15 20:30:00
"180","FRCH",NA,2015-05-15 20:45:00
"181","FRCH",NA,2015-05-15 21:00:00
"182","FRCH",NA,2015-05-15 21:15:00
"183","FRCH",NA,2015-05-15 21:30:00
"184","FRCH",NA,2015-05-15 21:45:00
"185","FRCH",NA,2015-05-15 22:00:00
"186","FRCH",NA,2015-05-15 22:15:00
"187","FRCH",NA,2015-05-15 22:30:00
"188","FRCH",NA,2015-05-15 22:45:00
"189","FRCH",NA,2015-05-15 23:00:00
"190","FRCH",NA,2015-05-15 23:15:00
"191","FRCH",NA,2015-05-15 23:30:00
"192","FRCH",NA,2015-05-15 23:45:00
"193","FRCH",NA,2015-05-16 00:00:00
"194","FRCH",NA,2015-05-16 00:15:00
"195","FRCH",NA,2015-05-16 00:30:00
"196","FRCH",NA,2015-05-16 00:45:00
"197","FRCH",NA,2015-05-16 01:00:00
"198","FRCH",NA,2015-05-16 01:15:00
"199","FRCH",NA,2015-05-16 01:30:00
"200","FRCH",NA,2015-05-16 01:45:00
"201","FRCH",NA,2015-05-16 02:00:00
"202","FRCH",NA,2015-05-16 02:15:00
"203","FRCH",NA,2015-05-16 02:30:00
"204","FRCH",NA,2015-05-16 02:45:00
"205","FRCH",NA,2015-05-16 03:00:00
"206","FRCH",NA,2015-05-16 03:15:00
"207","FRCH",NA,2015-05-16 03:30:00
"208","FRCH",NA,2015-05-16 03:45:00
"209","FRCH",NA,2015-05-16 04:00:00
"210","FRCH",NA,2015-05-16 04:15:00
"211","FRCH",NA,2015-05-16 04:30:00
"212","FRCH",NA,2015-05-16 04:45:00
"213","FRCH",NA,2015-05-16 05:00:00
"214","FRCH",NA,2015-05-16 05:15:00
"215","FRCH",NA,2015-05-16 05:30:00
"216","FRCH",NA,2015-05-16 05:45:00
"217","FRCH",NA,2015-05-16 06:00:00
"218","FRCH",NA,2015-05-16 06:15:00
"219","FRCH",NA,2015-05-16 06:30:00
"220","FRCH",NA,2015-05-16 06:45:00
"221","FRCH",NA,2015-05-16 07:00:00
"222","FRCH",NA,2015-05-16 07:15:00
"223","FRCH",NA,2015-05-16 07:30:00
"224","FRCH",NA,2015-05-16 07:45:00
"225","FRCH",NA,2015-05-16 08:00:00
"226","FRCH",NA,2015-05-16 08:15:00
"227","FRCH",NA,2015-05-16 08:30:00
"228","FRCH",NA,2015-05-16 08:45:00
"229","FRCH",NA,2015-05-16 09:00:00
"230","FRCH",NA,2015-05-16 09:15:00
"231","FRCH",NA,2015-05-16 09:30:00
"232","FRCH",NA,2015-05-16 09:45:00
"233","FRCH",NA,2015-05-16 10:00:00
"234","FRCH",NA,2015-05-16 10:15:00
"235","FRCH",NA,2015-05-16 10:30:00
"236","FRCH",NA,2015-05-16 10:45:00
"237","FRCH",NA,2015-05-16 11:00:00
"238","FRCH",NA,2015-05-16 11:15:00
"239","FRCH",NA,2015-05-16 11:30:00
"240","FRCH",NA,2015-05-16 11:45:00
"241","FRCH",NA,2015-05-16 12:00:00
"242","FRCH",NA,2015-05-16 12:15:00
"243","FRCH",NA,2015-05-16 12:30:00
"244","FRCH",NA,2015-05-16 12:45:00
"245","FRCH",NA,2015-05-16 13:00:00
"246","FRCH",NA,2015-05-16 13:15:00
"247","FRCH",NA,2015-05-16 13:30:00
"248","FRCH",NA,2015-05-16 13:45:00
"249","FRCH",NA,2015-05-16 14:00:00
"250","FRCH",NA,2015-05-16 14:15:00
"251","FRCH",NA,2015-05-16 14:30:00
"252","FRCH",NA,2015-05-16 14:45:00
"253","FRCH",NA,2015-05-16 15:00:00
"254","FRCH",NA,2015-05-16 15:15:00
"255","FRCH",NA,2015-05-16 15:30:00
"256","FRCH",NA,2015-05-16 15:45:00
"257","FRCH",NA,2015-05-16 16:00:00
"258","FRCH",NA,2015-05-16 16:15:00
"259","FRCH",NA,2015-05-16 16:30:00
"260","FRCH",NA,2015-05-16 16:45:00
"261","FRCH",NA,2015-05-16 17:00:00
"262","FRCH",NA,2015-05-16 17:15:00
"263","FRCH",NA,2015-05-16 17:30:00
"264","FRCH",NA,2015-05-16 17:45:00
"265","FRCH",NA,2015-05-16 18:00:00
"266","FRCH",NA,2015-05-16 18:15:00
"267","FRCH",NA,2015-05-16 18:30:00
"268","FRCH",NA,2015-05-16 18:45:00
"269","FRCH",NA,2015-05-16 19:00:00
"270","FRCH",NA,2015-05-16 19:15:00
"271","FRCH",NA,2015-05-16 19:30:00
"272","FRCH",NA,2015-05-16 19:45:00
"273","FRCH",NA,2015-05-16 20:00:00
"274","FRCH",NA,2015-05-16 20:15:00
"275","FRCH",NA,2015-05-16 20:30:00
"276","FRCH",NA,2015-05-16 20:45:00
"277","FRCH",NA,2015-05-16 21:00:00
"278","FRCH",NA,2015-05-16 21:15:00
"279","FRCH",NA,2015-05-16 21:30:00
"280","FRCH",NA,2015-05-16 21:45:00
"281","FRCH",NA,2015-05-16 22:00:00
"282","FRCH",NA,2015-05-16 22:15:00
"283","FRCH",NA,2015-05-16 22:30:00
"284","FRCH",NA,2015-05-16 22:45:00
"285","FRCH",NA,2015-05-16 23:00:00
"286","FRCH",NA,2015-05-16 23:15:00
"287","FRCH",NA,2015-05-16 23:30:00
"288","FRCH",NA,2015-05-16 23:45:00
"289","FRCH",NA,2015-05-17 00:00:00
"290","FRCH",NA,2015-05-17 00:15:00
"291","FRCH",NA,2015-05-17 00:30:00
"292","FRCH",NA,2015-05-17 00:45:00
"293","FRCH",NA,2015-05-17 01:00:00
"294","FRCH",NA,2015-05-17 01:15:00
"295","FRCH",NA,2015-05-17 01:30:00
"296","FRCH",NA,2015-05-17 01:45:00
"297","FRCH",NA,2015-05-17 02:00:00
"298","FRCH",NA,2015-05-17 02:15:00
"299","FRCH",NA,2015-05-17 02:30:00
"300","FRCH",NA,2015-05-17 02:45:00
"301","FRCH",NA,2015-05-17 03:00:00
"302","FRCH",NA,2015-05-17 03:15:00
"303","FRCH",NA,2015-05-17 03:30:00
"304","FRCH",NA,2015-05-17 03:45:00
"305","FRCH",NA,2015-05-17 04:00:00
"306","FRCH",NA,2015-05-17 04:15:00
"307","FRCH",NA,2015-05-17 04:30:00
"308","FRCH",NA,2015-05-17 04:45:00
"309","FRCH",NA,2015-05-17 05:00:00
"310","FRCH",NA,2015-05-17 05:15:00
"311","FRCH",NA,2015-05-17 05:30:00
"312","FRCH",NA,2015-05-17 05:45:00
"313","FRCH",NA,2015-05-17 06:00:00
"314","FRCH",NA,2015-05-17 06:15:00
"315","FRCH",NA,2015-05-17 06:30:00
"316","FRCH",NA,2015-05-17 06:45:00
"317","FRCH",NA,2015-05-17 07:00:00
"318","FRCH",NA,2015-05-17 07:15:00
"319","FRCH",NA,2015-05-17 07:30:00
"320","FRCH",NA,2015-05-17 07:45:00
"321","FRCH",NA,2015-05-17 08:00:00
"322","FRCH",NA,2015-05-17 08:15:00
"323","FRCH",NA,2015-05-17 08:30:00
"324","FRCH",NA,2015-05-17 08:45:00
"325","FRCH",NA,2015-05-17 09:00:00
"326","FRCH",NA,2015-05-17 09:15:00
"327","FRCH",NA,2015-05-17 09:30:00
"328","FRCH",NA,2015-05-17 09:45:00
"329","FRCH",NA,2015-05-17 10:00:00
"330","FRCH",NA,2015-05-17 10:15:00
"331","FRCH",NA,2015-05-17 10:30:00
"332","FRCH",NA,2015-05-17 10:45:00
"333","FRCH",NA,2015-05-17 11:00:00
"334","FRCH",NA,2015-05-17 11:15:00
"335","FRCH",NA,2015-05-17 11:30:00
"336","FRCH",NA,2015-05-17 11:45:00
"337","FRCH",NA,2015-05-17 12:00:00
"338","FRCH",NA,2015-05-17 12:15:00
"339","FRCH",NA,2015-05-17 12:30:00
"340","FRCH",NA,2015-05-17 12:45:00
"341","FRCH",NA,2015-05-17 13:00:00
"342","FRCH",NA,2015-05-17 13:15:00
"343","FRCH",NA,2015-05-17 13:30:00
"344","FRCH",NA,2015-05-17 13:45:00
"345","FRCH",NA,2015-05-17 14:00:00
"346","FRCH",NA,2015-05-17 14:15:00
"347","FRCH",NA,2015-05-17 14:30:00
"348","FRCH",NA,2015-05-17 14:45:00
"349","FRCH",NA,2015-05-17 15:00:00
"350","FRCH",NA,2015-05-17 15:15:00
"351","FRCH",NA,2015-05-17 15:30:00
"352","FRCH",NA,2015-05-17 15:45:00
"353","FRCH",NA,2015-05-17 16:00:00
"354","FRCH",NA,2015-05-17 16:15:00
"355","FRCH",NA,2015-05-17 16:30:00
"356","FRCH",NA,2015-05-17 16:45:00
"357","FRCH",NA,2015-05-17 17:00:00
"358","FRCH",NA,2015-05-17 17:15:00
"359","FRCH",NA,2015-05-17 17:30:00
"360","FRCH",NA,2015-05-17 17:45:00
"361","FRCH",NA,2015-05-17 18:00:00
"362","FRCH",NA,2015-05-17 18:15:00
"363","FRCH",NA,2015-05-17 18:30:00
"364","FRCH",NA,2015-05-17 18:45:00
"365","FRCH",NA,2015-05-17 19:00:00
"366","FRCH",NA,2015-05-17 19:15:00
"367","FRCH",NA,2015-05-17 19:30:00
"368","FRCH",NA,2015-05-17 19:45:00
"369","FRCH",NA,2015-05-17 20:00:00
"370","FRCH",NA,2015-05-17 20:15:00
"371","FRCH",NA,2015-05-17 20:30:00
"372","FRCH",NA,2015-05-17 20:45:00
"373","FRCH",NA,2015-05-17 21:00:00
"374","FRCH",NA,2015-05-17 21:15:00
"375","FRCH",NA,2015-05-17 21:30:00
"376","FRCH",NA,2015-05-17 21:45:00
"377","FRCH",NA,2015-05-17 22:00:00
"378","FRCH",NA,2015-05-17 22:15:00
"379","FRCH",NA,2015-05-17 22:30:00
"380","FRCH",NA,2015-05-17 22:45:00
"381","FRCH",NA,2015-05-17 23:00:00
"382","FRCH",NA,2015-05-17 23:15:00
"383","FRCH",NA,2015-05-17 23:30:00
"384","FRCH",NA,2015-05-17 23:45:00
"385","FRCH",NA,2015-05-18 00:00:00
"386","FRCH",NA,2015-05-18 00:15:00
"387","FRCH",NA,2015-05-18 00:30:00
"388","FRCH",NA,2015-05-18 00:45:00
"389","FRCH",NA,2015-05-18 01:00:00
"390","FRCH",NA,2015-05-18 01:15:00
"391","FRCH",NA,2015-05-18 01:30:00
"392","FRCH",NA,2015-05-18 01:45:00
"393","FRCH",NA,2015-05-18 02:00:00
"394","FRCH",NA,2015-05-18 02:15:00
"395","FRCH",NA,2015-05-18 02:30:00
"396","FRCH",NA,2015-05-18 02:45:00
"397","FRCH",NA,2015-05-18 03:00:00
"398","FRCH",NA,2015-05-18 03:15:00
"399","FRCH",NA,2015-05-18 03:30:00
"400","FRCH",NA,2015-05-18 03:45:00
"401","FRCH",NA,2015-05-18 04:00:00
"402","FRCH",NA,2015-05-18 04:15:00
"403","FRCH",NA,2015-05-18 04:30:00
"404","FRCH",NA,2015-05-18 04:45:00
"405","FRCH",NA,2015-05-18 05:00:00
"406","FRCH",NA,2015-05-18 05:15:00
"407","FRCH",NA,2015-05-18 05:30:00
"408","FRCH",NA,2015-05-18 05:45:00
"409","FRCH",NA,2015-05-18 06:00:00
"410","FRCH",NA,2015-05-18 06:15:00
"411","FRCH",NA,2015-05-18 06:30:00
"412","FRCH",NA,2015-05-18 06:45:00
"413","FRCH",NA,2015-05-18 07:00:00
"414","FRCH",NA,2015-05-18 07:15:00
"415","FRCH",NA,2015-05-18 07:30:00
"416","FRCH",NA,2015-05-18 07:45:00
"417","FRCH",NA,2015-05-18 08:00:00
"418","FRCH",NA,2015-05-18 08:15:00
"419","FRCH",NA,2015-05-18 08:30:00
"420","FRCH",NA,2015-05-18 08:45:00
"421","FRCH",NA,2015-05-18 09:00:00
"422","FRCH",NA,2015-05-18 09:15:00
"423","FRCH",NA,2015-05-18 09:30:00
"424","FRCH",NA,2015-05-18 09:45:00
"425","FRCH",NA,2015-05-18 10:00:00
"426","FRCH",NA,2015-05-18 10:15:00
"427","FRCH",NA,2015-05-18 10:30:00
"428","FRCH",NA,2015-05-18 10:45:00
"429","FRCH",NA,2015-05-18 11:00:00
"430","FRCH",NA,2015-05-18 11:15:00
"431","FRCH",NA,2015-05-18 11:30:00
"432","FRCH",NA,2015-05-18 11:45:00
"433","FRCH",NA,2015-05-18 12:00:00
"434","FRCH",NA,2015-05-18 12:15:00
"435","FRCH",NA,2015-05-18 12:30:00
"436","FRCH",NA,2015-05-18 12:45:00
"437","FRCH",NA,2015-05-18 13:00:00
"438","FRCH",NA,2015-05-18 13:15:00
"439","FRCH",NA,2015-05-18 13:30:00
"440","FRCH",NA,2015-05-18 13:45:00
"441","FRCH",NA,2015-05-18 14:00:00
"442","FRCH",NA,2015-05-18 14:15:00
"443","FRCH",NA,2015-05-18 14:30:00
"444","FRCH",NA,2015-05-18 14:45:00
"445","FRCH",NA,2015-05-18 15:00:00
"446","FRCH",NA,2015-05-18 15:15:00
"447","FRCH",NA,2015-05-18 15:30:00
"448","FRCH",NA,2015-05-18 15:45:00
"449","FRCH",139.676751795268,2015-05-18 16:00:00
"450","FRCH",139.666673599779,2015-05-18 16:15:00
"451","FRCH",139.67495275722,2015-05-18 16:30:00
"452","FRCH",139.6833687717,2015-05-18 16:45:00
"453","FRCH",139.606222524378,2015-05-18 17:00:00
"454","FRCH",139.700758381292,2015-05-18 17:15:00
"455","FRCH",139.709633736404,2015-05-18 17:30:00
"456","FRCH",139.718449468554,2015-05-18 17:45:00
"457","FRCH",139.763129945528,2015-05-18 18:00:00
"458","FRCH",139.735362094449,2015-05-18 18:15:00
"459","FRCH",139.743261236981,2015-05-18 18:30:00
"460","FRCH",139.750705254127,2015-05-18 18:45:00
"461","FRCH",139.878371200795,2015-05-18 19:00:00
"462","FRCH",139.763976876932,2015-05-18 19:15:00
"463","FRCH",139.769920829037,2015-05-18 19:30:00
"464","FRCH",139.775642348649,2015-05-18 19:45:00
"465","FRCH",139.714251942888,2015-05-18 20:00:00
"466","FRCH",139.787134511504,2015-05-18 20:15:00
"467","FRCH",139.793129014537,2015-05-18 20:30:00
"468","FRCH",139.799348804651,2015-05-18 20:45:00
"469","FRCH",139.733041627077,2015-05-18 21:00:00
"470","FRCH",139.812643264162,2015-05-18 21:15:00
"471","FRCH",139.819661616745,2015-05-18 21:30:00
"472","FRCH",139.826792622781,2015-05-18 21:45:00
"473","FRCH",139.872408979383,2015-05-18 22:00:00
"474","FRCH",139.840988309917,2015-05-18 22:15:00
"475","FRCH",139.847927918423,2015-05-18 22:30:00
"476","FRCH",139.854730035192,2015-05-18 22:45:00
"477","FRCH",139.777845859577,2015-05-18 23:00:00
"478","FRCH",139.867825788436,2015-05-18 23:15:00
"479","FRCH",139.873904106794,2015-05-18 23:30:00
"480","FRCH",139.879414297181,2015-05-18 23:45:00
"481","FRCH",139.964495871365,2015-05-19 00:00:00
"482","FRCH",139.88796502666,2015-05-19 00:15:00
"483","FRCH",139.890783849523,2015-05-19 00:30:00
"484","FRCH",139.892591111956,2015-05-19 00:45:00
"485","FRCH",139.895927049898,2015-05-19 01:00:00
"486","FRCH",139.893049358001,2015-05-19 01:15:00
"487","FRCH",139.891644692302,2015-05-19 01:30:00
"488","FRCH",139.889117167552,2015-05-19 01:45:00
"489","FRCH",139.923184753732,2015-05-19 02:00:00
"490","FRCH",139.880592541194,2015-05-19 02:15:00
"491","FRCH",139.87462054636,2015-05-19 02:30:00
"492","FRCH",139.867575906027,2015-05-19 02:45:00
"493","FRCH",139.913538658453,2015-05-19 03:00:00
"494","FRCH",139.850470115668,2015-05-19 03:15:00
"495","FRCH",139.840617910462,2015-05-19 03:30:00
"496","FRCH",139.830110949395,2015-05-19 03:45:00
"497","FRCH",139.765235916864,2015-05-19 04:00:00
"498","FRCH",139.807767112144,2015-05-19 04:15:00
"499","FRCH",139.796139496837,2015-05-19 04:30:00
"500","FRCH",139.784275647424,2015-05-19 04:45:00
"501","FRCH",139.772226236665,2015-05-19 05:00:00
"502","FRCH",139.760041937319,2015-05-19 05:15:00
"503","FRCH",139.747773422147,2015-05-19 05:30:00
"504","FRCH",139.735471363909,2015-05-19 05:45:00
"505","FRCH",139.723186435366,2015-05-19 06:00:00
"506","FRCH",139.710969309277,2015-05-19 06:15:00
"507","FRCH",139.698870658404,2015-05-19 06:30:00
"508","FRCH",139.686941155505,2015-05-19 06:45:00
"509","FRCH",139.675231473342,2015-05-19 07:00:00
"510","FRCH",139.663792284675,2015-05-19 07:15:00
"511","FRCH",139.652674262264,2015-05-19 07:30:00
"512","FRCH",139.641928078869,2015-05-19 07:45:00
"513","FRCH",139.634391747778,2015-05-19 08:00:00
"514","FRCH",139.621753920169,2015-05-19 08:15:00
"515","FRCH",139.612432873942,2015-05-19 08:30:00
"516","FRCH",139.603697524885,2015-05-19 08:45:00
"517","FRCH",139.557278755395,2015-05-19 09:00:00
"518","FRCH",139.588208943556,2015-05-19 09:15:00
"519","FRCH",139.581491451127,2015-05-19 09:30:00
"520","FRCH",139.575431135556,2015-05-19 09:45:00
"521","FRCH",139.537919827184,2015-05-19 10:00:00
"522","FRCH",139.565199969096,2015-05-19 10:15:00
"523","FRCH",139.560923807773,2015-05-19 10:30:00
"524","FRCH",139.557094202442,2015-05-19 10:45:00
"525","FRCH",139.555314412663,2015-05-19 11:00:00
"526","FRCH",139.550435483915,2015-05-19 11:15:00
"527","FRCH",139.547440164282,2015-05-19 11:30:00
"528","FRCH",139.544558987767,2015-05-19 11:45:00
"529","FRCH",139.601699130145,2015-05-19 12:00:00
"530","FRCH",139.53881341418,2015-05-19 12:15:00
"531","FRCH",139.535906360357,2015-05-19 12:30:00
"532","FRCH",139.53302813615,2015-05-19 12:45:00
"533","FRCH",139.532454318814,2015-05-19 13:00:00
"534","FRCH",139.527513199489,2015-05-19 13:15:00
"535","FRCH",139.524958479254,2015-05-19 13:30:00
"536","FRCH",139.522596573074,2015-05-19 13:45:00
"537","FRCH",139.52047071744,2015-05-19 14:00:00
"538","FRCH",139.518624148844,2015-05-19 14:15:00
"539","FRCH",139.517100103781,2015-05-19 14:30:00
"540","FRCH",139.515941818741,2015-05-19 14:45:00
"541","FRCH",139.487137439846,2015-05-19 15:00:00
"542","FRCH",139.514895474703,2015-05-19 15:15:00
"543","FRCH",139.515037689171,2015-05-19 15:30:00
"544","FRCH",139.515606210594,2015-05-19 15:45:00
"545","FRCH",139.518959823919,2015-05-19 16:00:00
"546","FRCH",139.517970322201,2015-05-19 16:15:00
"547","FRCH",139.519744737379,2015-05-19 16:30:00
"548","FRCH",139.521903109504,2015-05-19 16:45:00
"549","FRCH",139.521998501304,2015-05-19 17:00:00
"550","FRCH",139.527338876676,2015-05-19 17:15:00
"551","FRCH",139.530594962552,2015-05-19 17:30:00
"552","FRCH",139.534192387028,2015-05-19 17:45:00
"553","FRCH",139.568874710464,2015-05-19 18:00:00
"554","FRCH",139.542358863001,2015-05-19 18:15:00
"555","FRCH",139.546963331366,2015-05-19 18:30:00
"556","FRCH",139.551979972065,2015-05-19 18:45:00
"557","FRCH",139.536654716321,2015-05-19 19:00:00
"558","FRCH",139.563443826714,2015-05-19 19:15:00
"559","FRCH",139.569946397378,2015-05-19 19:30:00
"560","FRCH",139.576971853805,2015-05-19 19:45:00
"561","FRCH",139.554267238441,2015-05-19 20:00:00
"562","FRCH",139.592618794558,2015-05-19 20:15:00
